item_id,org_id,organization,date,platform,org_role_primary,org_role_secondary,role_hybrid_flag,threat_appraisal,harm_loss_appraisal,injustice_appraisal,uncertainty_appraisal,responsibility_blame_appraisal,intentionality_appraisal,norm_violation_appraisal,vulnerability_appraisal,controllability_appraisal,coping_efficacy_appraisal,collective_efficacy_appraisal,care_need_appraisal,opportunity_hope_appraisal,fear_intensity,anxiety_uncertainty_intensity,anger_intensity,moral_outrage_intensity,grief_sadness_intensity,solidarity_intensity,care_compassion_intensity,empathy_intensity,hope_intensity,gratitude_intensity,pride_intensity,reassurance_intensity,defiance_intensity,urgency_emotion_intensity,other_emotion_intensity,emotion_explicitness,emotion_source_org,emotion_source_affected_public,emotion_source_supporters_public,emotion_source_quoted_actor,function_inform,function_warn,function_reassure,function_regulate_fear,function_mobilize,function_advocate,function_provide_service,function_fundraise,function_build_solidarity,function_generate_empathy,function_moral_evaluation,function_increase_efficacy,function_mourn_commemorate,function_document_testify,function_celebrate,function_encourage_defiance,function_other,action_orientation_present,action_type,action_specificity,action_immediacy,audience_primary,direct_address,urgency_level,legal_information_present,service_information_present,resource_link_present,appraisal_notes,emotion_notes,coder_id,coding_date,coder_confidence
TC008-WEB-001,TC008,Literacy Minnesota,2026-03-06,website,education,service,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,2,0,0,2,2,3,1,1,3,0,2,0,1,0,explicit,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,none,none,general_public,0,1,0,1,0,Budget shortfall and staff reductions create organizational loss and uncertainty.,Gratitude care grief and reassurance are prominent.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC060-WEB-001,TC060,SEWA-AIFW,2026-03-08,website,ethnocultural,economic_development,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,implicit,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,attend_event;support_business,specific,moderate,ethnocultural_community,1,1,0,0,1,Bazaar supports local South Asian small businesses and community connection.,Solidarity pride and hope lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC019-WEB-001,TC019,Esperanza United,2026-02-10,website,service,advocacy,1,1,1,1,1,1,0,1,1,0,0,1,1,0,3,2,2,3,1,3,3,3,0,0,0,0,2,3,0,explicit,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,donate;contact_official;share_information,specific,high,policymakers,1,3,0,1,1,Enforcement is framed as destabilizing survivor services and causing fear/economic hardship.,Fear outrage care empathy solidarity and urgency are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC021-WEB-001,TC021,IAFR Jonathan House,2026-02-04,website,service,faith,1,1,1,1,1,0,0,0,1,0,1,0,1,0,3,2,0,1,2,2,3,3,1,0,0,1,0,2,0,mixed,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,seek_legal_help;use_resource,specific,high,immigrants_refugees,1,2,1,1,1,Operation Metro Surge is framed as threatening asylum-seeking residents despite lawful presence.,Fear care empathy and anxiety dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC034-WEB-001,TC034,Al-Maa'uun,2025-11-04,website,ethnocultural,education,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,implicit,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,ethnocultural_community,1,1,0,1,1,Youth media class builds skills and belonging.,Solidarity hope and care lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC034-WEB-002,TC034,Al-Maa'uun,2025-12-14,website,ethnocultural,education,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,0,2,1,3,0,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,attend_event,specific,moderate,ethnocultural_community,1,1,0,0,1,Banquet celebrates youth ambassadors and mentorship.,Pride solidarity and care dominate with gratitude.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC034-WEB-003,TC034,Al-Maa'uun,2026-03-11,website,ethnocultural,education,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,implicit,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,attend_event,specific,moderate,ethnocultural_community,1,1,0,1,1,Mentor outing supports youth connection and participation.,Low solidarity care and hope.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC034-WEB-004,TC034,Al-Maa'uun,2026-03-11,website,ethnocultural,education,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,implicit,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,attend_event,specific,moderate,ethnocultural_community,1,1,0,1,1,Open house supports youth/community participation.,Low solidarity care and hope.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC015-WEB-001,TC015,Aeon,2025-11-03,website,housing,service,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,2,1,0,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,none,none,general_public,0,0,0,0,0,Staff giving is framed as community contribution and mutual support.,Gratitude care and solidarity dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC015-WEB-002,TC015,Aeon,2025-12-03,website,housing,service,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,2,1,3,1,1,2,0,0,0,explicit,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,,none,none,general_public,0,0,0,1,0,Supportive housing project addresses homelessness and instability.,Hope care and reassurance are prominent.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC015-WEB-003,TC015,Aeon,2026-03-10,website,housing,service,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,1,2,1,0,0,0,implicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,none,none,general_public,0,0,0,0,0,Leadership transition is framed around continuity and housing stability.,Hope pride and reassurance lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC016-WEB-001,TC016,Bridging,2026-02-28,website,service,fundraising,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,0,2,3,2,0,0,0,0,explicit,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,donate;attend_event,specific,moderate,supporters_donors,1,1,0,1,1,Fundraising event mobilizes community support for furnishing mission.,Gratitude solidarity and pride dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC016-WEB-002,TC016,Bridging,2026-03-04,website,service,other,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,2,1,2,0,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,none,none,general_public,0,0,0,1,0,Anniversary marks operational milestone supporting client access.,Pride solidarity and hope are prominent.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC037-WEB-001,TC037,CommonBond Communities,2026-01-02,website,housing,service,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,0,2,0,1,2,0,0,0,implicit,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,none,none,general_public,0,0,0,1,0,Investment supports affordable-housing creation and stabilization.,Hope care and reassurance are moderate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC037-WEB-002,TC037,CommonBond Communities,2026-01-22,website,housing,service,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,implicit,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,none,none,general_public,0,0,0,1,0,Housing tax-credit support is framed as resource for affordable communities.,Hope and care lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC037-WEB-003,TC037,CommonBond Communities,2026-02-10,website,housing,fundraising,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2,1,1,0,0,0,0,implicit,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,donate;support_business,specific,moderate,supporters_donors,1,1,0,1,1,Partnership campaign links community participation to resident support.,Solidarity hope and gratitude lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC036-WEB-001,TC036,Catholic Charities Twin Cities,2026-03-11,website,faith,advocacy,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,2,2,1,1,0,0,0,1,2,0,mixed,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,attend_event;contact_official,specific,high,policymakers,1,2,0,0,1,Homelessness is framed as harm requiring legislative action.,Solidarity care moral concern and urgency support advocacy.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
