item_id,org_id,organization,date,platform,org_role_primary,org_role_secondary,role_hybrid_flag,threat_appraisal,harm_loss_appraisal,injustice_appraisal,uncertainty_appraisal,responsibility_blame_appraisal,intentionality_appraisal,norm_violation_appraisal,vulnerability_appraisal,controllability_appraisal,coping_efficacy_appraisal,collective_efficacy_appraisal,care_need_appraisal,opportunity_hope_appraisal,fear_intensity,anxiety_uncertainty_intensity,anger_intensity,moral_outrage_intensity,grief_sadness_intensity,solidarity_intensity,care_compassion_intensity,empathy_intensity,hope_intensity,gratitude_intensity,pride_intensity,reassurance_intensity,defiance_intensity,urgency_emotion_intensity,other_emotion_intensity,emotion_explicitness,emotion_source_org,emotion_source_affected_public,emotion_source_supporters_public,emotion_source_quoted_actor,function_inform,function_warn,function_reassure,function_regulate_fear,function_mobilize,function_advocate,function_provide_service,function_fundraise,function_build_solidarity,function_generate_empathy,function_moral_evaluation,function_increase_efficacy,function_mourn_commemorate,function_document_testify,function_celebrate,function_encourage_defiance,function_other,action_orientation_present,action_type,action_specificity,action_immediacy,audience_primary,direct_address,urgency_level,legal_information_present,service_information_present,resource_link_present,appraisal_notes,emotion_notes,coder_id,coding_date,coder_confidence
TC075-EVT-003,TC075,Unidos MN,2026-03-11,website,advocacy,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,2,0,1,0,1,1,0,implicit,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,attend_event;other,specific,moderate,ethnocultural_community,1,1,0,0,1,Delegate training builds caucus/convention participation and leadership.,Solidarity hope and civic efficacy dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-004,TC075,Unidos MN,2026-03-14,website,service,ethnocultural,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,2,0,2,0,1,2,0,0,0,implicit,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,use_resource;attend_event,specific,moderate,ethnocultural_community,1,1,0,1,1,Mobile consular services reduce administrative barriers.,Care reassurance solidarity and hope are moderate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-005,TC075,Unidos MN,2025-12-06,website,advocacy,ethnocultural,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,2,0,2,0,1,2,0,explicit,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,attend_event;other,specific,moderate,ethnocultural_community,1,2,0,0,1,General Assembly builds priorities and collective power across issues.,Solidarity pride efficacy and moderate urgency.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC075-EVT-006,TC075,Unidos MN,2026-01-07,website,advocacy,service,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,2,0,2,0,0,1,0,1,0,implicit,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,attend_event;other,specific,moderate,general_public,1,1,0,0,1,Air-quality meeting frames healthier homes as collective achievable goal.,Hope solidarity care and efficacy lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-007,TC075,Unidos MN,2026-01-12,website,advocacy,coalition_network,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2,0,1,0,0,1,0,implicit,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,attend_event;other,specific,moderate,general_public,1,1,0,0,1,Local meeting develops clean-heat organizing capacity.,Solidarity hope and efficacy lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-008,TC075,Unidos MN,2026-01-13,website,service,economic_development,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,implicit,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,use_resource,specific,moderate,general_public,1,1,0,1,1,Library outreach provides energy-bill and clean-job resources.,Hope/reassurance through practical efficacy.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-009,TC075,Unidos MN,2026-01-21,website,advocacy,service,1,1,0,1,1,0,0,0,1,0,1,1,1,0,2,2,1,2,0,3,2,2,1,0,0,1,1,3,0,mixed,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,contact_official;attend_event;share_information,specific,high,general_public,1,3,0,1,1,Threatened energy-aid cuts framed as risk of utility loss for low-income residents.,Concern outrage solidarity care and urgency support collective response.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-010,TC075,Unidos MN,2026-01-26,website,advocacy,coalition_network,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3,1,0,2,0,1,0,1,1,0,implicit,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,attend_event;other,specific,moderate,general_public,1,1,0,0,1,Climate-equity launch frames equitable transition as collective policy goal.,Solidarity hope efficacy and mild defiance.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-011,TC075,Unidos MN,2026-01-27,website,service,economic_development,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,implicit,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,use_resource,specific,moderate,general_public,1,1,0,1,1,Library outreach offers energy and job resources.,Hope/reassurance through practical efficacy.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-012,TC075,Unidos MN,2026-02-10,website,advocacy,service,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,2,0,2,0,0,1,0,1,0,implicit,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,attend_event;other,specific,moderate,general_public,1,1,0,0,1,Air-quality meeting promotes collective health improvements.,Care solidarity hope and efficacy lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-013,TC075,Unidos MN,2026-02-11,website,service,economic_development,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,implicit,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,use_resource,specific,moderate,general_public,1,1,0,1,1,Library outreach provides practical clean-energy resources.,Hope/reassurance through service efficacy.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-014,TC075,Unidos MN,2026-03-18,website,faith,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,1,2,0,1,1,0,0,0,explicit,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,attend_event;volunteer,specific,moderate,faith_community,1,1,0,0,1,Catholic gathering frames welcoming strangers as shared religious calling.,Solidarity care empathy and hope are prominent.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC075-EVT-015,TC075,Unidos MN,2026-03-23,website,advocacy,service,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,implicit,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,attend_event;other,specific,moderate,general_public,1,1,0,0,1,Climate-equity meeting invites participation toward accessible clean energy.,Solidarity hope and efficacy lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC075-EVT-016,TC075,Unidos MN,2026-03-24,website,service,economic_development,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,implicit,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,use_resource,specific,moderate,general_public,1,1,0,1,1,Library outreach provides energy jobs and community resources.,Hope/reassurance through practical efficacy.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC073-WEB-015,TC073,Center for Victims of Torture,2026-01-08,website,service,advocacy,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,1,2,1,0,0,0,implicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,none,none,general_public,0,0,0,0,0,Leadership appointment signals continuity and humanitarian expertise.,Hope pride reassurance and gratitude lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
