item_id,org_id,organization,date,platform,org_role_primary,org_role_secondary,role_hybrid_flag,threat_appraisal,harm_loss_appraisal,injustice_appraisal,uncertainty_appraisal,responsibility_blame_appraisal,intentionality_appraisal,norm_violation_appraisal,vulnerability_appraisal,controllability_appraisal,coping_efficacy_appraisal,collective_efficacy_appraisal,care_need_appraisal,opportunity_hope_appraisal,fear_intensity,anxiety_uncertainty_intensity,anger_intensity,moral_outrage_intensity,grief_sadness_intensity,solidarity_intensity,care_compassion_intensity,empathy_intensity,hope_intensity,gratitude_intensity,pride_intensity,reassurance_intensity,defiance_intensity,urgency_emotion_intensity,other_emotion_intensity,emotion_explicitness,emotion_source_org,emotion_source_affected_public,emotion_source_supporters_public,emotion_source_quoted_actor,function_inform,function_warn,function_reassure,function_regulate_fear,function_mobilize,function_advocate,function_provide_service,function_fundraise,function_build_solidarity,function_generate_empathy,function_moral_evaluation,function_increase_efficacy,function_mourn_commemorate,function_document_testify,function_celebrate,function_encourage_defiance,function_other,action_orientation_present,action_type,action_specificity,action_immediacy,audience_primary,direct_address,urgency_level,legal_information_present,service_information_present,resource_link_present,appraisal_notes,emotion_notes,coder_id,coding_date,coder_confidence
D2-01-WEB-013,D2-01,ACLU of Minnesota,2026-03-16,website,advocacy,legal,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,2,0,2,1,0,1,0,0,0,2,2,0,mixed,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,contact_official;share_information,specific,high,policymakers,1,2,1,0,1,STAR Act framed as limiting state resources for federal immigration enforcement.,Solidarity moral outrage and defiance support legislative mobilization.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC042-WEB-002,TC042,Isuroon,2025-12-23,website,ethnocultural,service,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,3,2,0,0,0,1,0,1,0,mixed,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,use_resource;donate,general,moderate,ethnocultural_community,0,1,0,1,0,Increased demand for halal food is framed as material care need.,Care empathy and solidarity dominate curated coverage.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC042-WEB-004,TC042,Isuroon,2026-03-08,website,ethnocultural,service,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,0,3,0,0,0,0,explicit,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,attend_event,specific,moderate,ethnocultural_community,1,1,0,0,1,International Women's Day event centers community celebration.,Pride solidarity and hope dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC054-WEB-001,TC054,Alight,2025-11-05,website,service,advocacy,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2,2,1,2,1,2,1,0,0,0,mixed,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,,none,none,general_public,0,0,0,1,1,Impact report covers emergency response and local leadership.,Solidarity care hope and pride are moderate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC054-WEB-002,TC054,Alight,2025-11-07,website,service,advocacy,1,1,1,0,1,0,0,0,1,0,1,1,1,0,2,2,0,0,0,2,3,2,1,0,0,1,0,2,0,mixed,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,donate;volunteer;use_resource,general,high,general_public,1,2,0,1,1,Funding cuts and uncertainty threaten refugee support.,Fear/anxiety are mediated through care solidarity and response capacity.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC054-WEB-003,TC054,Alight,2025-11-20,website,service,fundraising,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,2,2,2,2,1,0,1,0,1,0,mixed,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,donate,specific,moderate,supporters_donors,1,2,0,1,1,Give to the Max coverage links funding cuts to refugee support needs.,Care empathy solidarity hope and fundraising urgency.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC054-WEB-004,TC054,Alight,2025-11-24,website,service,advocacy,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,3,3,2,0,1,2,0,0,0,mixed,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,use_resource,specific,moderate,immigrants_refugees,1,1,0,1,1,Shelter depot is framed as locally accessible response to displaced families' needs.,Care empathy dignity and reassurance dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC054-WEB-005,TC054,Alight,2025-11-25,website,service,advocacy,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,3,3,3,3,0,1,2,0,0,0,explicit,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,,none,none,general_public,1,1,0,0,1,Uncertainty is countered by courage kindness connection and shared hope.,Hope solidarity care and empathy dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC054-WEB-006,TC054,Alight,2026-01-14,website,service,advocacy,1,1,1,0,1,0,0,0,1,0,1,1,1,0,3,3,0,0,0,3,3,3,2,1,0,3,1,3,0,mixed,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,seek_legal_help;use_resource;donate;volunteer;safety_plan,specific,high,immigrants_refugees,1,3,1,1,1,Operation PARRIS is framed as urgent threat requiring legal/material support.,Fear anxiety care solidarity efficacy reassurance and urgency are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high
TC054-WEB-007,TC054,Alight,2026-01-23,website,service,education,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,2,2,3,0,1,1,0,0,0,mixed,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,use_resource,specific,low,general_public,1,0,0,1,1,Learning collection builds understanding of displacement power dignity and identity.,Empathy hope solidarity and care are prominent.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC054-WEB-008,TC054,Alight,2026-02-06,website,service,advocacy,1,1,1,1,1,1,0,1,1,0,0,1,1,0,3,2,1,2,1,2,3,3,0,0,0,1,1,2,0,mixed,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,share_information,general,high,general_public,0,2,1,0,0,Detention/transfer of refugees and asylum seekers is framed as severe vulnerability and rights concern.,Fear empathy care solidarity and moral concern are strong.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
TC054-WEB-009,TC054,Alight,2026-02-06,website,service,advocacy,1,1,0,0,1,0,0,0,1,0,1,1,1,0,2,3,0,0,0,3,3,2,2,1,0,3,0,2,0,mixed,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,donate;use_resource;volunteer,specific,high,immigrants_refugees,1,2,0,1,1,Care kits and food support respond to enforcement-related uncertainty.,Anxiety care solidarity and reassurance dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium
