item_id,variable_name,assigned_code,evidence_note,source_quality,decision_confidence,ambiguity_flag
TC054-LI-001,action_orientation_present,1,"Readers are asked to support refugee-owned businesses and amplify them; the action is specific but not urgent.",summary_plus_title,medium,1
TC054-LI-001,action_type,support_business;share_information,"Readers are asked to support refugee-owned businesses and amplify them; the action is specific but not urgent.",summary_plus_title,medium,1
TC054-LI-001,action_specificity,specific,"Readers are asked to support refugee-owned businesses and amplify them; the action is specific but not urgent.",summary_plus_title,medium,1
TC054-LI-001,action_immediacy,low,"Readers are asked to support refugee-owned businesses and amplify them; the action is specific but not urgent.",summary_plus_title,medium,1
TC054-LI-001,audience_primary,general_public,"The message addresses a broad Twin Cities public and invites direct participation.",summary_plus_title,medium,1
TC054-LI-001,direct_address,1,"The message addresses a broad Twin Cities public and invites direct participation.",summary_plus_title,medium,1
TC054-LI-001,urgency_level,1,"The message addresses a broad Twin Cities public and invites direct participation.",summary_plus_title,medium,1
TC054-LI-001,legal_information_present,0,"The message addresses a broad Twin Cities public and invites direct participation.",summary_plus_title,medium,1
TC054-LI-001,service_information_present,0,"The message addresses a broad Twin Cities public and invites direct participation.",summary_plus_title,medium,1
TC054-LI-001,resource_link_present,,"The message addresses a broad Twin Cities public and invites direct participation.",summary_plus_title,medium,1
