org_id,organization,type_label,type_status,evidence_basis,evidence_url,evidence_note,coding_date
TC041,International Institute of Minnesota,refugee_resettlement,verified,official_about_page,https://iimn.org/about-us/,"Official about page states that the Institute provides refugee resettlement and has resettled refugees since 1975.",2026-09-26
TC041,International Institute of Minnesota,immigrant_integration,verified,mission,https://iimn.org/about-us/,"Mission and services center stability, self-sufficiency and full membership in American life for New Americans.",2026-09-26
TC041,International Institute of Minnesota,direct_service,verified,programs,https://iimn.org/about-us/,"Provides refugee, citizenship, education, workforce and settlement-related services directly to New Americans.",2026-09-26
TC041,International Institute of Minnesota,education_workforce,verified,programs,https://iimn.org/about-us/,"Official offerings include English education, workforce development, leadership development and college preparation.",2026-09-26
TC073,Center for Victims of Torture,health_wellbeing,verified,mission,https://www.cvt.org/about-us/,"Mission centers healing the wounds of torture for individuals, families and communities.",2026-09-26
TC073,Center for Victims of Torture,direct_service,verified,mission,https://www.cvt.org/about-us/,"Organization provides healing and survivor-centered services as part of its mission.",2026-09-26
TC073,Center for Victims of Torture,civil_rights_human_rights,verified,mission,https://www.cvt.org/about-us/our-mission/,"Mission seeks to end torture worldwide and official values explicitly reference human rights for all.",2026-09-26
TC058,Mid-Minnesota Legal Aid,legal,verified,mission,https://mylegalaid.org/about-us/,"Official mission centers legal rights and the organization provides legal aid and representation.",2026-09-26
TC058,Mid-Minnesota Legal Aid,direct_service,verified,mission,https://mylegalaid.org/about-us/,"Provides direct legal services to disadvantaged clients, including noncitizen neighbors.",2026-09-26
TC058,Mid-Minnesota Legal Aid,advocacy,verified,official_about_page,https://mylegalaid.org/about-us/,"Official commitment explicitly includes systemic change and policy work.",2026-09-26
TC058,Mid-Minnesota Legal Aid,civil_rights_human_rights,verified,mission,https://mylegalaid.org/about-us/,"Mission centers legal rights, safety, independence and strong communities for disadvantaged people.",2026-09-26
TC084,Minnesota Immigrant Rights Action Committee (MIRAC),advocacy,verified,mission,https://www.miracmn.com/,"Official site states MIRAC campaigns to protest and change immigration laws and policies.",2026-09-26
TC084,Minnesota Immigrant Rights Action Committee (MIRAC),organizing,verified,mission,https://www.miracmn.com/,"Official site describes MIRAC as a grassroots mass-movement organization that organizes communities and activist campaigns.",2026-09-26
TC084,Minnesota Immigrant Rights Action Committee (MIRAC),civil_rights_human_rights,verified,mission,https://www.miracmn.com/,"Official positions center immigrant rights, equality, opposition to detention/deportation and the right to migrate.",2026-09-26
TC078,Jewish Community Action,community_rooted,verified,mission,https://www.jewishcommunityaction.org/our-mission,"Official mission organizes Minnesotan Jews and is rooted in Jewish community history and solidarity.",2026-09-26
TC078,Jewish Community Action,faith_based,verified,mission,https://www.jewishcommunityaction.org/our-mission,"Organization explicitly organizes a Jewish community around justice commitments and interfaith initiatives.",2026-09-26
TC078,Jewish Community Action,advocacy,verified,programs,https://www.jewishcommunityaction.org/,"Campaigns include immigrant justice, housing justice, democracy and combating hate.",2026-09-26
TC078,Jewish Community Action,organizing,verified,mission,https://www.jewishcommunityaction.org/our-mission,"Mission explicitly states that JCA organizes Minnesotan Jews for racial and economic justice.",2026-09-26
TC078,Jewish Community Action,housing_economic,verified,programs,https://www.jewishcommunityaction.org/,"Housing Justice is a core campaign and the mission centers racial and economic justice.",2026-09-26
TC075,Unidos MN,community_rooted,verified,mission,https://unidos-mn.org/,"Official site describes an immigrant-led, women-led, multiracial grassroots organization rooted in Minnesota working families and Latine communities.",2026-09-26
TC075,Unidos MN,advocacy,verified,mission,https://unidos-mn.org/,"Mission centers advancing social, racial and economic justice and advocating for institutional change.",2026-09-26
TC075,Unidos MN,organizing,verified,mission,https://unidos-mn.org/,"Official site explicitly centers community organizing, leadership development and collective action.",2026-09-26
TC075,Unidos MN,immigrant_integration,verified,programs,https://unidos-mn.org/,"Immigration justice and practical immigration-related resources are core areas of work.",2026-09-26
TC082,Coalition of Asian American Leaders (CAAL),coalition_network,verified,mission,https://caalmn.org/about-caal/,"Official mission defines CAAL as a social justice network of leaders.",2026-09-26
TC082,Coalition of Asian American Leaders (CAAL),community_rooted,verified,mission,https://caalmn.org/about-caal/,"CAAL centers Asian Minnesotan leaders and community priorities.",2026-09-26
TC082,Coalition of Asian American Leaders (CAAL),advocacy,verified,programs,https://caalmn.org/2020-impact-report/,"Official impact report describes work on education, economics, immigration and anti-racism through organizing, policy and research.",2026-09-26
TC082,Coalition of Asian American Leaders (CAAL),organizing,verified,programs,https://caalmn.org/2020-impact-report/,"Official work explicitly includes organizing around community priorities.",2026-09-26
TC042,Isuroon,community_rooted,verified,official_about_page,https://isuroon.org/we-are-a-women-led-organization/,"Official description states Isuroon is rooted in Somali culture and empowers Somali women in Minnesota.",2026-09-26
TC042,Isuroon,ethnocultural,verified,official_about_page,https://isuroon.org/we-are-a-women-led-organization/,"Programs are culturally and linguistically specific and rooted in Somali community experience.",2026-09-26
TC042,Isuroon,gender_based,verified,mission,https://isuroon.org/we-are-a-women-led-organization/,"Women-led organization whose mission centers Somali women and women from other ethnic communities.",2026-09-26
TC042,Isuroon,health_wellbeing,verified,programs,https://isuroon.org/wellness-health/,"Official programs include health navigation, preventive healthcare, crisis support and wellness.",2026-09-26
TC042,Isuroon,direct_service,verified,programs,https://isuroon.org/,"Provides crisis, stabilization, health and financial-literacy services directly to women and families.",2026-09-26
TC042,Isuroon,housing_economic,verified,programs,https://isuroon.org/,"Official model includes financial stability, upward mobility and pathways to financial independence.",2026-09-26
