source_batch,source_news_item_id,normalized_news_item_id,date,outlet,headline,url
news_media_uptake_batch_15_ayada.csv,NM081,STY-1E4074FFF418,2026-01-16,Sahan Journal,"In Minneapolis’ Cedar Riverside, a group of mothers protect neighbors from ICE",https://sahanjournal.com/immigration/minneapolis-ice-observers-mothers-cedar-riverside-protection-alliance/
news_media_uptake_batch_03_reformer_startribune.csv,NM011,STY-2414DB20A2A0,2026-01-13,Minnesota Reformer,In the car with the Minneapolis community patrols working to disrupt ICE operations,https://minnesotareformer.com/2026/01/13/in-the-car-with-minneapolis-community-patrols/
news_media_uptake_batch_17_national_external_additions.csv,NM090,STY-24E8CDD22847,2026-01-17,The Guardian,"‘Make no mistake, this is an occupation’: ICE’s deadly presence casts long shadow over Minneapolis",https://www.theguardian.com/us-news/2026/jan/17/minneapolis-twin-cities-ice-dispatch
news_media_uptake_batch_08_alight_cvt.csv,NM049,STY-26D9CC284410,2026-01-31,Minnesota Star Tribune,‘No humanity’: Detainees describe conditions inside Whipple Federal Building,https://www.startribune.com/no-humanity-detainees-describe-conditions-inside-whipple-federal-building/601566788
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM073,STY-29BDFA5FEC1A,2026-01-20,TC Jewfolk,Local and National Jewish Clergy Taking Part In ICE Out Of Minnesota Event,https://tcjewfolk.com/2026/01/20/local-and-national-jewish-clergy-taking-part-in-ice-out-of-minnesota-event/
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM078,STY-29BDFA5FEC1A,2026-01-20,TC Jewfolk,Local and National Jewish Clergy Taking Part In ICE Out Of Minnesota Event,https://tcjewfolk.com/2026/01/20/local-and-national-jewish-clergy-taking-part-in-ice-out-of-minnesota-event/
news_media_uptake_batch_01.csv,NM001,STY-2DC66D7F6B6E,2025-12-16,Sahan Journal,"ICE enforcement prompts relocation of detainees outside of Minnesota, worrying attorneys about access, rights",https://sahanjournal.com/immigration/ice-enforcement-prompts-relocation-of-detainees-outside-of-minnesota-worrying-attorneys-about-access-rights/
news_media_uptake_batch_21_cross_layer_deep_pass.csv,NM102,STY-2E15B78576EC,2026-02-01,local_regional_news,Brooklyn Park council reaffirms support for immigrant communities,
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM057,STY-2EBB77224EB1,2026-01-23,Minnesota Spokesman-Recorder,Fear exacts a toll on public life,https://spokesman-recorder.com/2026/01/23/ice-activity-impacts-local-businesses/
news_media_uptake_batch_20_discovery_frame.csv,NM096,STY-2F91135ABD0F,2026-02-23,The Militant,Unions help lead protests for rights of immigrants in Minneapolis,https://themilitant.com/2026/02/13/unions-help-lead-protests-for-rights-of-immigrants-in-minneapolis/
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM016,STY-3136CCA56693,2026-01-13,MPR News,How to legally handle interactions with federal immigration agents,https://www.mprnews.org/episode/2026/01/13/how-to-legally-handle-interactions-with-federal-immigration-agents
news_media_uptake_batch_21_cross_layer_deep_pass.csv,NM099,STY-366842B20EE9,2026-03-01,Rafu Shimpo,Asian American leaders in Minnesota respond to immigration enforcement,
news_media_uptake_batch_20_discovery_frame.csv,NM093,STY-373C016F1D24,2026-02-02,The Washington Post,Inside Minneapolis's ICE watch network,https://www.washingtonpost.com/ripple/2026/02/02/minneapolis-ice-watch-protests-defend-612/
news_media_uptake_batch_20_rotating_remaining_frame.csv,NM095,STY-373C016F1D24,2026-02-02,The Washington Post,Inside Minneapolis's ICE watch network,https://www.washingtonpost.com/ripple/2026/02/02/minneapolis-ice-watch-protests-defend-612/
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM056,STY-376D05B4D135,2026-01-30,Community Reporter,St. Paul Community Groups Step Up as Immigration Enforcement Surge Disrupts Daily Life,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life/
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM062,STY-376D05B4D135,2026-01-30,Community Reporter,St. Paul Community Groups Step Up as Immigration Enforcement Surge Disrupts Daily Life,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life/
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM063,STY-376D05B4D135,2026-01-30,Community Reporter,St. Paul Community Groups Step Up as Immigration Enforcement Surge Disrupts Daily Life,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life/
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM064,STY-376D05B4D135,2026-01-30,Community Reporter,St. Paul Community Groups Step Up as Immigration Enforcement Surge Disrupts Daily Life,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life/
news_media_uptake_batch_03_reformer_startribune.csv,NM013,STY-377E465ED001,2026-02-19,Minnesota Reformer,Amended lawsuit alleges more unconstitutional conduct of feds in Minnesota,https://minnesotareformer.com/2026/02/19/amended-lawsuit-details-unconstitutional-conduct-of-feds-in-minnesota/
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM025,STY-384FE779B49A,2026-03-12,Sahan Journal,Minneapolis group challenges DOJ over growing immigration court access restrictions,https://sahanjournal.com/public-safety/advocates-human-rights-sues-doj-immigration-court-access/
news_media_uptake_batch_20_discovery_frame.csv,NM094,STY-3C6325FEEF11,2026-01-25,Minnesota Star Tribune,"Minnesota’s Vietnamese community, once refugees, marks its 50th New Year in the U.S.",https://www.startribune.com/minnesotas-vietnamese-community-once-refugees-marks-its-50th-new-year-in-the-us/601568143
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM019,STY-3FD4FADD113B,2026-02-17,FOX 9,Immigrants arrested during Operation Metro Surge testify against ICE practices,https://www.fox9.com/news/immigrants-arrested-during-operation-metro-surge-testify-against-ice-practices-feb-2026
news_media_uptake_batch_06_mpr_sahan_extended.csv,NM038,STY-41EDF46ABCF6,2026-03-25,Sahan Journal,"As ICE surge winds down, Minnesota rights groups pivot to long-term solutions",https://sahanjournal.com/immigration/minnesota-ice-impact-recovery/
news_media_uptake_batch_02_KSTP.csv,NM011,STY-42073B28230B,2026-02-09,KSTP 5 Eyewitness News,City of Minneapolis allocates $1 million for immigration legal services due to increased demand,https://kstp.com/kstp-news/top-news/city-of-minneapolis-allocates-1-million-for-immigration-legal-services-due-to-increased-demand/
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM059,STY-43BE58F8A044,2026-01-30,The Imprint,"Make Plans for Your Kids, Minnesota Advocates Urge Immigrant Parents in ICE Crosshairs",https://imprintnews.org/top-stories/make-plans-for-your-kids-minnesota-advocates-urge-immigrant-parents-in-ice-crosshairs/270656
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM017,STY-43DBE96BD6E7,2026-01-15,FOX 9,ACLU Minnesota files lawsuit against Trump administration alleging constitutional violations,https://www.fox9.com/news/aclu-minnesota-lawsuit-trump-ice-minnesota
news_media_uptake_batch_08_alight_cvt.csv,NM050,STY-44E83CD90AAF,2026-02-02,Minnesota Star Tribune,They fled torture in their home countries. Now they’ve been held by ICE,https://www.startribune.com/rash-they-fled-torture-in-their-home-countries-now-theyve-been-held-by-ice/601571814
news_media_uptake_batch_23_national_guardian_expansion.csv,NM100,STY-47E944973E50,2026-02-01,The Guardian,‘We’re fighting for the soul of the country’: how Minnesota residents came together to face ICE,https://www.theguardian.com/us-news/2026/feb/01/minnesota-twin-cities-ice-protests
news_media_uptake_batch_23_national_guardian_expansion.csv,NM101,STY-47E944973E50,2026-02-01,The Guardian,‘We’re fighting for the soul of the country’: how Minnesota residents came together to face ICE,https://www.theguardian.com/us-news/2026/feb/01/minnesota-twin-cities-ice-protests
news_media_uptake_batch_23_national_guardian_expansion.csv,NM102,STY-47E944973E50,2026-02-01,The Guardian,‘We’re fighting for the soul of the country’: how Minnesota residents came together to face ICE,https://www.theguardian.com/us-news/2026/feb/01/minnesota-twin-cities-ice-protests
news_media_uptake_batch_23_national_guardian_expansion.csv,NM103,STY-47E944973E50,2026-02-01,The Guardian,‘We’re fighting for the soul of the country’: how Minnesota residents came together to face ICE,https://www.theguardian.com/us-news/2026/feb/01/minnesota-twin-cities-ice-protests
news_media_uptake_batch_12_clues_caal.csv,NM080,STY-4AB9FF9A4B46,2026-03-14,Hmong Daily News,Minnesota’s Asian Communities Continue to Live in Fear,https://hmongdailynews.com/minnesotas-asian-communities-continue-to-live-in-fear-p1047-95.htm
news_media_uptake_batch_14_esperanza.csv,NM080,STY-4B7977EA2636,2026-03-31,MPR News,Latino sexual assault survivor advocates grapple with César Chavez's legacy,https://www.mprnews.org/story/2026/03/31/latino-sexual-assault-survivor-advocates-grapple-with-cesar-chavezs-legacy
news_media_uptake_batch_03_reformer_startribune.csv,NM014,STY-4BE32E77757E,2026-03-11,Minnesota Reformer,Judge finds 'compelling and troubling' evidence of racial profiling by federal agents in Minnesota,https://minnesotareformer.com/2026/03/11/judge-finds-compelling-and-troubling-evidence-of-racial-profiling-by-federal-agents-in-minnesota/
news_media_uptake_batch_21_cross_layer_deep_pass.csv,NM098,STY-4CA2E2495573,2026-03-11,PBS NewsHour,Minnesota immigration crackdown continues to spark fear among people in U.S. legally,
news_media_uptake_batch_08_alight_cvt.csv,NM048,STY-4D017E19B1CF,2026-01-25,Pioneer Press,"For some refugees, immigration actions in Twin Cities are familiar",https://www.cvt.org/news-coverage/for-some-refugees-immigration-actions-in-twin-cities-are-familiar-pioneer-press/
news_media_uptake_batch_01.csv,NM003,STY-4FB3FF83A8B3,2026-01-20,CBS Minnesota / WCCO,"DOJ subpoenas Walz, Frey, Her and others in probe alleging immigration obstruction",https://www.cbsnews.com/minnesota/live-updates/minnesota-ice-shooting-doj-lawsuit-protests/
news_media_uptake_batch_19_tc061_tc084.csv,NM090,STY-526CE2A63B34,2026-02-15,CBS Minnesota / WCCO,"Border czar says 1,000 immigration agents have left Minnesota; 'small force' to remain",https://www.cbsnews.com/minnesota/live-updates/minnesota-ice-surge-ending-feds-say/
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM065,STY-532733DA5C25,2026-01-08,CBS Minnesota / WCCO,"ICE agent shoots, kills U.S. citizen Renee Good in south Minneapolis",https://www.cbsnews.com/minnesota/live-updates/minneapolis-ice-agent-shooting-protesters-clash-fbi-investigation/
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM066,STY-532733DA5C25,2026-01-08,CBS Minnesota / WCCO,"ICE agent shoots, kills U.S. citizen Renee Good in south Minneapolis",https://www.cbsnews.com/minnesota/live-updates/minneapolis-ice-agent-shooting-protesters-clash-fbi-investigation/
news_media_uptake_batch_15_national_amplification.csv,NM082,STY-543E7F9EC3B3,2026-01-20,The Washington Post,One day of the ICE operation in Minneapolis — and the activists fighting it,https://www.washingtonpost.com/nation/2026/01/20/ice-minneapolis-immigration-enforcement-renee-good/
news_media_uptake_batch_05_bringmethenews.csv,NM034,STY-54BBCF0FA316,2026-03-13,Bring Me The News,Lawyers say government is fast-tracking Somali asylum hearings in Minnesota,https://bringmethenews.com/minnesota-news/lawyers-say-government-is-fast-tracking-somali-asylum-hearings-in-minnesota
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM021,STY-55CD48156365,2025-12-17,Sahan Journal,ACLU takes legal action against ICE for detaining U.S. citizens in Minnesota,https://sahanjournal.com/immigration/ice-minnesota-aclu-lawsuit-observer-rights/
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM022,STY-55CD48156365,2025-12-17,Sahan Journal,ACLU takes legal action against ICE for detaining U.S. citizens in Minnesota,https://sahanjournal.com/immigration/ice-minnesota-aclu-lawsuit-observer-rights/
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM044,STY-566C3F14F34F,2026-01-16,Minnesota Reformer,These are the arrests you’re not seeing,https://minnesotareformer.com/2026/01/16/these-are-the-arrests-youre-not-seeing/
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM068,STY-5763FAF72846,2026-01-07,Sahan Journal,Thousands attend vigil for woman slain by ICE agent in Minneapolis,https://sahanjournal.com/immigration/minneapolis-vigil-woman-slain-ice-agent/
news_media_uptake_batch_20_discovery_frame.csv,NM092,STY-577453D0D7A8,2026-03-12,CBS Minnesota / WCCO,Housing advocates rally outside housing court after Frey vetoes renter protections,https://www.cbsnews.com/minnesota/news/housing-advocates-rally-housing-court-minneapolis-mayor-frey-veto-protections/
news_media_uptake_batch_15_national_amplification.csv,NM085,STY-582F1201D0D2,2026-01-10,Reuters,Tens of thousands protest in Minneapolis over fatal ICE shooting,https://www.yahoo.com/news/articles/fatal-ice-shooting-minneapolis-activist-072508054.html/
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM039,STY-5DC07AA7C30B,2026-01-29,MPR News,Trapped inside: A Minnesota refugee family’s life on hold amid ICE arrests,https://www.mprnews.org/story/2026/01/29/trapped-inside-a-minnesota-refugee-familys-life-on-hold-amid-ice-arrests
news_media_uptake_batch_20_rotating_remaining_frame.csv,NM094,STY-5E05E490685E,2026-01-23,Sahan Journal,"ICE sends detained 2-year-old from Minneapolis to Texas, despite court order",https://sahanjournal.com/immigration/ice-minneapolis-2-year-old-detained-texas-transfer/
news_media_uptake_batch_21_cross_layer_deep_pass.csv,NM100,STY-5F0B9A1CB115,2026-02-01,La Nacion,Minnesota immigration enforcement and trauma among immigrant communities,
news_media_uptake_batch_13_mcc.csv,NM079,STY-5FD5514D98BC,2025-12-24,MPR News,Racial justice advocate Jim Bear Jacobs continues mission despite hurdles by federal changes,https://www.mprnews.org/story/2025/12/24/jim-bear-jacobs-racial-justice-federal-changes
news_media_uptake_batch_23_national_guardian_expansion.csv,NM105,STY-6116E91ADB9A,2026-01-22,The Guardian,‘We have to stand together’: Minnesota economic blackout organizers push to take demonstrations nationwide,https://www.theguardian.com/business/2026/jan/22/minnesota-economic-blackout-ice
news_media_uptake_batch_01.csv,NM008,STY-676354754AAF,2026-03-27,MPR News,"Ahead of 'No Kings' rally, advocates say ICE enforcement persists",https://www.mprnews.org/story/2026/03/27/no-kings-rally-spotlights-ongoing-ice-enforcement-in-minnesota
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM071,STY-676354754AAF,2026-03-27,MPR News,"Ahead of 'No Kings' rally, advocates say ICE enforcement persists",https://www.mprnews.org/story/2026/03/27/no-kings-rally-spotlights-ongoing-ice-enforcement-in-minnesota
news_media_uptake_batch_20_rotating_remaining_frame.csv,NM093,STY-679A7E5A974D,2026-02-25,Minnesota Women's Press,We the People: Immigration Law and Constitutional Rights,https://www.womenspress.com/we-the-people-immigration-law-and-constitutional-rights/
news_media_uptake_batch_08_alight_cvt.csv,NM047,STY-67D27E027398,2026-01-21,KARE 11,"Torture survivors with pending asylum cases arrested by ICE, St. Paul nonprofit says",https://www.cvt.org/news-coverage/torture-survivors-with-pending-asylum-cases-arrested-by-ice-st-paul-nonprofit-says/
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM020,STY-68B4FC695BD7,2026-02-23,MPR News,Minnesota clergy sue Department of Homeland Security over access to immigration detainees,https://www.mprnews.org/story/2026/02/23/minnesota-clergy-sue-department-of-homeland-security-over-access-to-immigration-detainees
news_media_uptake_batch_15_national_amplification.csv,NM083,STY-693B4CC2B52A,2026-01-27,NOTUS,‘Know Your Rights’ Efforts Confront Reality of ICE’s Forced-Entry Tactics,https://www.notus.org/immigration/immigration-customs-enforcement-warrants-know-your-rights
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM040,STY-6C1B14119833,2026-01-28,MPR News,"Immigration enforcement in rural Minnesota spreads fear, strains local leaders",https://www.mprnews.org/story/2026/01/28/ice-in-greater-minnesota-mankato-spreads-fear
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM045,STY-6E6145534C33,2026-01-21,Minnesota Reformer,"In the Twin Cities, ICE resistance goes mainstream",https://minnesotareformer.com/2026/01/21/in-the-twin-cities-ice-resistance-goes-mainstream/
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM069,STY-6F84D2CD9A9E,2026-01-10,Sahan Journal,A week in photos: Renee Good's killing sparks grief and pushback in Minneapolis,https://sahanjournal.com/public-safety/week-in-photos-renee-good/
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM077,STY-6F84D2CD9A9E,2026-01-10,Sahan Journal,A week in photos: Renee Good's killing sparks grief and pushback in Minneapolis,https://sahanjournal.com/public-safety/week-in-photos-renee-good/
news_media_uptake_batch_15_national_amplification.csv,NM081,STY-7052A7220650,2026-01-14,The Washington Post,They arrived as refugees but now are detained in Trump’s Minneapolis crackdown,https://www.washingtonpost.com/immigration/2026/01/14/refugees-minneapolis-detained/
news_media_uptake_batch_16_national_external.csv,NM087,STY-72434F3DED11,2026-01-08,CNN,CNN Newsroom interview with Julia Decker,https://transcripts.cnn.com/show/cnr/date/2026-01-08/segment/20
news_media_uptake_batch_21_cross_layer_deep_pass.csv,NM097,STY-7542CDBA6D7B,2026-03-10,Minnesota Star Tribune,People's Hearing on Immigration Enforcement held at CLUES,
news_media_uptake_batch_02_KSTP.csv,NM010,STY-755DE49009B8,2025-12-17,KSTP 5 Eyewitness News,"ACLU sues ICE, claiming federal agents deprived citizens of civil rights",https://kstp.com/kstp-news/top-news/aclu-sues-ice-claiming-federal-agents-deprived-citizens-of-civil-rights/
news_media_uptake_batch_05_bringmethenews.csv,NM026,STY-75D090F89A94,2025-11-25,Bring Me The News,Northfield man arrested by ICE will be deported to Mexico,https://bringmethenews.com/minnesota-news/northfield-man-arrested-by-ice-will-be-deported-to-mexico
news_media_uptake_batch_01.csv,NM005,STY-762C7B599C6B,2026-02-10,CBS Minnesota / WCCO,"With some Minneapolis Muslims in hiding, a nonprofit is gathering halal food for Ramadan",https://www.cbsnews.com/minnesota/news/minneapolis-nonprofit-isuroon-muslim-halal-food-shelf-ramadan/
news_media_uptake_batch_05_bringmethenews.csv,NM028,STY-77075C6C427B,2026-01-29,Bring Me The News,List of Minnesota businesses closing for Jan. 23 anti-ICE strike,https://bringmethenews.com/minnesota-lifestyle/growing-number-of-minnesota-businesses-announce-plans-to-close-for-jan-23-strike
news_media_uptake_batch_05_bringmethenews.csv,NM029,STY-77075C6C427B,2026-01-29,Bring Me The News,List of Minnesota businesses closing for Jan. 23 anti-ICE strike,https://bringmethenews.com/minnesota-lifestyle/growing-number-of-minnesota-businesses-announce-plans-to-close-for-jan-23-strike
news_media_uptake_batch_05_bringmethenews.csv,NM033,STY-79537F4CC6A5,2026-03-07,Bring Me The News,'You've given us all a lot of hope': Dropkick Murphys play outdoor Abolish ICE benefit,https://bringmethenews.com/minnesota-lifestyle/youve-given-us-all-a-lot-of-hope-dropkick-murphys-play-outdoor-abolish-ice-benefit
news_media_uptake_batch_01.csv,NM002,STY-7D8AF35DB59B,2026-01-16,Sahan Journal,Ways to support Minnesota neighbors affected by ICE,https://sahanjournal.com/immigration/ways-to-support-minnesota-neighbors-affected-by-ice/
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM043,STY-7F204E373737,2026-01-07,CBS Minnesota / WCCO,"ICE entered Minneapolis hospital without warrant, handcuffed patient to bed, community organizers say",https://www.cbsnews.com/minnesota/news/hcmc-hennepin-healthcare-ice-patient-handcuffed/
news_media_uptake_batch_01.csv,NM004,STY-82CFA48CCD88,2026-02-04,MPR News,Asylum-seekers at the Center for Victims of Torture say ICE reminds them of what they escaped,https://www.mprnews.org/story/2026/02/04/asylum-seekers-center-for-victims-of-torture-say-ice-reminds-them-of-what-they-escaped
news_media_uptake_batch_08_alight_cvt.csv,NM051,STY-82CFA48CCD88,2026-02-04,MPR News,Asylum-seekers at the Center for Victims of Torture say ICE reminds them of what they escaped,https://www.mprnews.org/story/2026/02/04/asylum-seekers-center-for-victims-of-torture-say-ice-reminds-them-of-what-they-escaped
news_media_uptake_batch_24_cnn_ap_expansion.csv,NM108,STY-82EFF7885000,2026-02-12,Associated Press,A judge orders DHS to give Minnesota detainees swift access to lawyers before transfers,https://apnews.com/article/d2af86f555357badfb02b14953c02a08
news_media_uptake_batch_05_bringmethenews.csv,NM035,STY-82FD2BE7B36D,2026-03-25,Bring Me The News,Walz announces new council to document impacts of ICE surge on Minnesotans,https://bringmethenews.com/minnesota-news/walz-announces-new-council-to-document-impacts-of-ice-surge-on-minnesotans
news_media_uptake_batch_01.csv,NM007,STY-8396DA7EB341,2026-02-19,CBS Minnesota / WCCO,Judge hears arguments on extending protections for refugees in Minnesota facing deportation,https://www.cbsnews.com/minnesota/news/judge-refugee-protections-minnesota-deportations-ice-surge/
news_media_uptake_batch_21_rotating_ix.csv,NM096,STY-85F325C36F1D,2026-02-18,Finance & Commerce,Twin Cities tenant group plans March 1 rent strike,https://finance-commerce.com/2026/02/twin-cities-rent-strike-march-1-ix/
news_media_uptake_batch_24_cnn_ap_expansion.csv,NM106,STY-87B1DB831636,2026-01-18,CNN,CNN report on COPAL legal observers monitoring ICE activity in Minneapolis,https://transcripts.cnn.com/show/ctmo/date/2026-01-18/segment/02
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM058,STY-89B26927F99A,2026-01-25,Minnesota Star Tribune,"Fearing ICE, parents make plans for their children’s care",https://www.startribune.com/deportation-threat-forcing-some-parents-to-sign-over-parental-responsibility-for-their-children/601554201
news_media_uptake_batch_05_bringmethenews.csv,NM031,STY-8C30649B0EAB,2026-02-23,Bring Me The News,Brandi Carlile's Twin Cities concert raises $600K for those impacted by ICE,https://bringmethenews.com/minnesota-lifestyle/brandi-carliles-twin-cities-concert-raises-600000
news_media_uptake_batch_15_ayada.csv,NM082,STY-8C93C1B29958,2026-01-15,Here & Now / WBUR,Minnesota activist weighs in on supporting Somali community amid violence,https://www.wbur.org/hereandnow/2026/01/15/somali-community-minneapolis
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM074,STY-8CD8D933652B,2026-01-24,TC Jewfolk,Jewish Leaders March In Dangerous Cold To Protest ICE In Downtown Minneapolis,https://tcjewfolk.com/2026/01/24/jewish-leaders-march-in-dangerous-cold-to-protest-ice-in-downtown-minneapolis/
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM037,STY-8E4B98EE8918,2026-01-21,Minnesota Star Tribune,Minnesota refugees with legal status are being detained in sweeping operation,https://www.startribune.com/minnesota-refugees-with-legal-status-being-detained-in-sweeping-operation/601564044
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM038,STY-8E4B98EE8918,2026-01-21,Minnesota Star Tribune,Minnesota refugees with legal status are being detained in sweeping operation,https://www.startribune.com/minnesota-refugees-with-legal-status-being-detained-in-sweeping-operation/601564044
news_media_uptake_batch_17_tc001_tc020.csv,NM088,STY-8E8D95B320DC,2026-02-10,Fight Back! News,"Brooklyn Park, MN: Labor and community rally to get ICE out",https://fightbacknews.org/articles/brooklyn-park-mn-labor-and-community-rally-to-get-ice-out
news_media_uptake_batch_06_mpr_sahan_extended.csv,NM037,STY-951C939203E6,2026-03-11,MPR News,"Indie bookstores provide readers with information, relief amid ICE surge",https://www.mprnews.org/story/2026/03/11/indie-bookstores-provide-readers-with-information-relief-amid-ice-surge
news_media_uptake_batch_21_cross_layer_deep_pass.csv,NM103,STY-9A4D670F5E4F,2026-01-01,local_regional_news,Unidos MN organizers describe hospital access and worker resistance amid enforcement surge,
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM042,STY-9E3663038117,2026-01-06,Sahan Journal,"Advocates, health care workers demand change at HCMC after ICE guarded patient’s bedside",https://sahanjournal.com/immigration/hcmc-patient-arrested-immigration-agents-ice-unidos-mn/
news_media_uptake_batch_22_remaining_cross_layer.csv,NM105,STY-A2533DA2D136,2026-01-28,Sahan Journal,Bravery in the face of fear: Immigrant Defense Network goes statewide with constitutional observer training,https://sahanjournal.com/immigration/ice-constitutional-observer-training-minnesota-midwest-expansion/
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM076,STY-A59243E6FAA7,2026-01-19,TC Jewfolk,Communal Message on Current Situation,https://tcjewfolk.com/2026/01/19/communal-message-on-current-situation/
