org_id,organization,type_label,type_status,evidence_basis,evidence_url,evidence_note,coding_date
D2-05,CAIR-Minnesota,civil_rights_human_rights,verified,mission,https://www.cairmn.com/about-us/mission-vision.html,"Mission explicitly centers protection of civil liberties and equal protections for Minnesota Muslims.",2026-09-26
D2-05,CAIR-Minnesota,community_rooted,verified,official_about_page,https://www.cairmn.com/about-us.html,"Official description centers Minnesota Muslims and empowerment of the Muslim community.",2026-09-26
D2-05,CAIR-Minnesota,faith_based,verified,mission,https://www.cairmn.com/about-us/mission-vision.html,"Organization is substantially organized around the Muslim community and understanding of Islam.",2026-09-26
D2-06,Inquilinxs Unidxs por Justicia / United Renters for Justice,organizing,verified,official_about_page,https://www.inquilinxsunidxs.org/en/about,"Official description calls IX a base-building organization that builds tenant unions and collective renter power.",2026-09-26
D2-06,Inquilinxs Unidxs por Justicia / United Renters for Justice,housing_economic,verified,mission,https://www.inquilinxsunidxs.org/,"Mission centers permanently affordable democratic housing, renter protections and community-owned housing.",2026-09-26
D2-06,Inquilinxs Unidxs por Justicia / United Renters for Justice,advocacy,verified,programs,https://www.inquilinxsunidxs.org/our-work,"Organizing campaigns educate renters on rights and seek pro-tenant policy and structural change.",2026-09-26
D2-06,Inquilinxs Unidxs por Justicia / United Renters for Justice,community_rooted,verified,official_about_page,https://www.inquilinxsunidxs.org/en/about,"Base-building model centers working-class BIPOC and immigrant renters in Minneapolis.",2026-09-26
D2-07,Groundwork Legal,legal,verified,official_about_page,https://groundworklegal.org/about,"Groundwork describes itself as a nonprofit legal organization using litigation and administrative engagement.",2026-09-26
D2-07,Groundwork Legal,advocacy,verified,official_about_page,https://groundworklegal.org/about,"Strategy includes policy and public education alongside litigation and administrative engagement.",2026-09-26
D2-07,Groundwork Legal,civil_rights_human_rights,verified,programs,https://groundworklegal.org/our-work,"Official work centers fundamental rights, democracy and accountability for abuses of power.",2026-09-26
D2-08,Defend the 612,organizing,verified,official_about_page,https://defend612.com/about/,"Official description centers decentralized neighborhood rapid-response networks and collective community protection.",2026-09-26
D2-08,Defend the 612,community_rooted,verified,official_about_page,https://defend612.com/about/,"Volunteer network is explicitly rooted in Minneapolis neighborhoods and community members protecting neighbors.",2026-09-26
D2-08,Defend the 612,media_information,verified,official_about_page,https://defend612.com/about/,"Website serves as a resource and information hub connecting residents to rapid-response networks and rights information.",2026-09-26
D2-10,Immigrant Defense Network,coalition_network,verified,mission,https://www.immigrantdefensenetwork.org/who-we-are,"Mission defines IDN as a multiracial, multifaith, cross-sector network of organizations and community leaders.",2026-09-26
D2-10,Immigrant Defense Network,organizing,verified,official_about_page,https://www.immigrantdefensenetwork.org/who-we-are,"Builds collective power, trained leaders and regional rapid-response infrastructure.",2026-09-26
D2-10,Immigrant Defense Network,advocacy,verified,official_about_page,https://www.immigrantdefensenetwork.org/who-we-are,"Network work includes public accountability and defending constitutional rights of immigrant communities.",2026-09-26
D2-10,Immigrant Defense Network,community_rooted,verified,mission,https://www.immigrantdefensenetwork.org/who-we-are,"Mission centers protection, connection and leadership of immigrant communities across the Upper Midwest.",2026-09-26
D2-10,Immigrant Defense Network,media_information,verified,official_about_page,https://www.immigrantdefensenetwork.org/who-we-are,"Partners share trusted information, training, legal referral pathways and rapid-response information.",2026-09-26
D3-13,Vietnamese Community of Minnesota,community_rooted,verified,mission,https://vietnam-minnesota.org/our-mission/,"Mission explicitly serves and organizes the Vietnamese community in Minnesota.",2026-09-26
D3-13,Vietnamese Community of Minnesota,ethnocultural,verified,mission,https://vietnam-minnesota.org/our-mission/,"Mission centers preservation and enrichment of Vietnamese cultural heritage.",2026-09-26
D3-13,Vietnamese Community of Minnesota,advocacy,verified,mission,https://vietnam-minnesota.org/our-mission/,"Mission includes advocacy for the socio-economic influence and wellbeing of Vietnamese Minnesotans.",2026-09-26
D3-13,Vietnamese Community of Minnesota,direct_service,verified,official_about_page,https://vietnam-minnesota.org/our-history/,"Official history states VCM addresses unmet needs and connects community members with employment, social-service and health resources.",2026-09-26
D3-16,Latino Economic Development Center (LEDC),community_rooted,verified,mission,https://www.ledcmn.org/about/,"Mission is explicitly focused on creating economic opportunity for Latinos and strengthening Latino communities.",2026-09-26
D3-16,Latino Economic Development Center (LEDC),ethnocultural,verified,official_about_page,https://www.ledcmn.org/about/,"Official description identifies LEDC as Latino-created, Latino-led and Latino-focused.",2026-09-26
D3-16,Latino Economic Development Center (LEDC),housing_economic,verified,mission,https://www.ledcmn.org/about/,"Core work centers entrepreneurship, capital access, business development and economic opportunity.",2026-09-26
D3-16,Latino Economic Development Center (LEDC),education_workforce,verified,programs,https://www.ledcmn.org/,"Provides workshops, technical assistance, training, scholarships and business education.",2026-09-26
D3-16,Latino Economic Development Center (LEDC),direct_service,verified,programs,https://www.ledcmn.org/,"Provides loans, one-on-one assistance, business-development resources and agricultural assistance directly to clients.",2026-09-26
D3-16,Latino Economic Development Center (LEDC),advocacy,verified,official_about_page,https://www.ledcmn.org/about/,"Official description states LEDC influences policy and systems that benefit its community.",2026-09-26
D4-02,Organization of Liberians in Minnesota,community_rooted,verified,mission,https://www.olmbp.org/,"Mission explicitly centers Liberians and other African immigrant communities.",2026-09-26
D4-02,Organization of Liberians in Minnesota,ethnocultural,verified,mission,https://www.olmbp.org/,"Organization is explicitly rooted in Liberian and African immigrant communities.",2026-09-26
D4-02,Organization of Liberians in Minnesota,direct_service,verified,mission,https://www.olmbp.org/,"Provides charitable social services and support for food, housing, healthcare and employment access.",2026-09-26
D4-02,Organization of Liberians in Minnesota,education_workforce,verified,mission,https://www.olmbp.org/,"Mission explicitly includes workforce development and access to education and employment.",2026-09-26
D4-02,Organization of Liberians in Minnesota,health_wellbeing,verified,mission,https://www.olmbp.org/,"Mission includes public-health education and healthcare access.",2026-09-26
D4-02,Organization of Liberians in Minnesota,housing_economic,verified,mission,https://www.olmbp.org/,"Mission includes housing and employment access as dimensions of community stability.",2026-09-26
D4-02,Organization of Liberians in Minnesota,youth_family,verified,mission,https://www.olmbp.org/,"Mission explicitly includes youth and senior programming.",2026-09-26
D4-02,Organization of Liberians in Minnesota,immigrant_integration,verified,mission,https://www.olmbp.org/,"Serves as a liaison between African immigrant communities and public/private institutions while supporting education, housing, health and employment access.",2026-09-26
TC009,Minnesota Somali Community Center,community_rooted,verified,mission,https://mn-scc.org/about-us/,"Mission centers support and resources for Somalis and other Minnesota communities.",2026-09-26
TC009,Minnesota Somali Community Center,ethnocultural,verified,official_about_page,https://mn-scc.org/about-us/,"Organization explicitly centers Somali community needs and services.",2026-09-26
TC009,Minnesota Somali Community Center,direct_service,verified,programs,https://mn-scc.org/about-us/,"Provides wraparound support including housing, financial services, addiction help and community assistance.",2026-09-26
TC009,Minnesota Somali Community Center,education_workforce,verified,programs,https://mn-scc.org/about-us/,"Provides tutoring and workforce-development programming.",2026-09-26
TC009,Minnesota Somali Community Center,health_wellbeing,verified,programs,https://mnsomalicommunitycenter.org/,"Programs include addiction help, mental-health navigation and domestic-violence support.",2026-09-26
TC009,Minnesota Somali Community Center,housing_economic,verified,official_about_page,https://mn-scc.org/about-us/,"Official description includes housing and financial services among wraparound supports.",2026-09-26
TC009,Minnesota Somali Community Center,youth_family,verified,programs,https://mn-scc.org/about-us/,"Tutoring and child-focused programming are explicit parts of service provision.",2026-09-26
TC009,Minnesota Somali Community Center,advocacy,verified,official_about_page,https://mn-scc.org/about-us/,"Official description explicitly states the center advocates on behalf of the communities it serves.",2026-09-26
TC019,Esperanza United,community_rooted,verified,official_about_page,https://esperanzaunited.org/en/about-us/,"Latina-founded and Latina-led organization grounded in Latin@ community strengths and needs.",2026-09-26
TC019,Esperanza United,ethnocultural,verified,official_about_page,https://esperanzaunited.org/en/about-us/,"Services and national work are explicitly culturally relevant to Latin@ communities.",2026-09-26
TC019,Esperanza United,gender_based,verified,mission,https://esperanzaunited.org/en/about-us/,"Mission centers ending gender-based violence, sexual assault, dating violence and stalking.",2026-09-26
TC019,Esperanza United,direct_service,verified,programs,https://esperanzaunited.org/en/what-we-do/,"Provides emergency shelter, family advocacy, bilingual crisis-line services and community-based advocacy.",2026-09-26
TC019,Esperanza United,advocacy,verified,official_about_page,https://esperanzaunited.org/en/about-us/,"Official work includes public policy, training and systems advocacy locally and nationally.",2026-09-26
TC019,Esperanza United,organizing,verified,programs,https://esperanzaunited.org/en/what-we-do/,"Prevention work includes community action planning and leadership development among Latin@ community members.",2026-09-26
TC019,Esperanza United,health_wellbeing,verified,programs,https://esperanzaunited.org/en/what-we-do/,"Crisis, safety and survivor-support services center wellbeing and recovery from violence.",2026-09-26
TC019,Esperanza United,youth_family,verified,programs,https://esperanzaunited.org/en/what-we-do/,"Family advocacy and youth leadership are explicit program areas.",2026-09-26
TC025,Twin Cities Habitat for Humanity,housing_economic,verified,mission,https://www.tchabitat.org/about,"Mission centers affordable homeownership and racial equity in housing.",2026-09-26
TC025,Twin Cities Habitat for Humanity,direct_service,verified,official_about_page,https://www.tchabitat.org/about,"Directly builds, preserves and supports affordable homeownership and housing stability for families.",2026-09-26
TC025,Twin Cities Habitat for Humanity,faith_based,verified,official_about_page,https://www.tchabitat.org/about,"Official values identify the organization as rooted in faith and community as a Habitat for Humanity affiliate.",2026-09-26
TC038,Comunidades Latinas Unidas En Servicio (CLUES),community_rooted,verified,mission,https://clues.org/about/,"Latino-led organization founded by and for Latinos in Minnesota.",2026-09-26
TC038,Comunidades Latinas Unidas En Servicio (CLUES),ethnocultural,verified,mission,https://clues.org/about/,"Mission explicitly centers Latino strengths, culture, equity and wellbeing.",2026-09-26
TC038,Comunidades Latinas Unidas En Servicio (CLUES),direct_service,verified,official_about_page,https://clues.org/about/,"CLUES operates a multi-site service organization supporting social and economic wellbeing.",2026-09-26
TC038,Comunidades Latinas Unidas En Servicio (CLUES),advocacy,verified,mission,https://clues.org/about/,"Mission explicitly includes enabling leadership for systemic change.",2026-09-26
TC038,Comunidades Latinas Unidas En Servicio (CLUES),health_wellbeing,verified,programs,https://clues.org/about/our-transformational-direction/,"Strategic framework explicitly prioritizes health and socio-economic wellbeing.",2026-09-26
TC038,Comunidades Latinas Unidas En Servicio (CLUES),housing_economic,verified,programs,https://clues.org/about/our-transformational-direction/,"Strategic framework prioritizes socio-economic wellbeing and financial assets.",2026-09-26
TC038,Comunidades Latinas Unidas En Servicio (CLUES),immigrant_integration,verified,official_about_page,https://clues.org/about/,"Organization supports Latino community wellbeing and leadership across settlement, economic and social systems in Minnesota.",2026-09-26
TC044,Minnesota Council of Churches - Refugee Services,refugee_resettlement,verified,official_about_page,https://mnchurches.org/what-we-do/refugee-services/about-us,"Official program is a refugee-resettlement affiliate and has welcomed refugees to Minnesota since 1984.",2026-09-26
TC044,Minnesota Council of Churches - Refugee Services,immigrant_integration,verified,programs,https://mnchurches.org/programs/refugee-services,"Programs support employment, community navigation, education and immigration needs for refugees and immigrants.",2026-09-26
TC044,Minnesota Council of Churches - Refugee Services,direct_service,verified,official_about_page,https://mnchurches.org/what-we-do/refugee-services/about-us,"Provides case management and broad newcomer support directly to refugee families.",2026-09-26
TC044,Minnesota Council of Churches - Refugee Services,education_workforce,verified,official_about_page,https://mnchurches.org/what-we-do/refugee-services/about-us,"Four lines of service explicitly include employment and education.",2026-09-26
TC044,Minnesota Council of Churches - Refugee Services,legal,verified,programs,https://mnchurches.org/programs/refugee-services,"MCC is a DOJ-recognized provider of immigration legal services for eligible refugees, asylees and immigrants.",2026-09-26
TC044,Minnesota Council of Churches - Refugee Services,faith_based,verified,mission,https://mnchurches.org/what-we-do/refugee-services/about-us,"Program describes itself as an ecumenical ministry of the Minnesota Council of Churches.",2026-09-26
TC045,Neighborhood House,direct_service,verified,official_about_page,https://neighborhoodhousemn.org/about/,"Full-service hub provides basic-needs support including food and housing assistance.",2026-09-26
TC045,Neighborhood House,immigrant_integration,verified,official_about_page,https://neighborhoodhousemn.org/about/,"Long-standing welcoming hub for refugees, immigrants and others in transition or crisis.",2026-09-26
TC045,Neighborhood House,education_workforce,verified,official_about_page,https://neighborhoodhousemn.org/about/,"Official description includes education programming and future-opportunity supports.",2026-09-26
TC045,Neighborhood House,housing_economic,verified,official_about_page,https://neighborhoodhousemn.org/about/,"Provides housing/basic-needs assistance and family stability support.",2026-09-26
TC045,Neighborhood House,youth_family,verified,official_about_page,https://neighborhoodhousemn.org/about/,"Integrated programming serves every member of a family and includes family coaching.",2026-09-26
TC050,Project for Pride in Living,housing_economic,verified,mission,https://www.ppl-inc.org/mission-impact,"Mission centers transformative affordable housing and household economic stability.",2026-09-26
TC050,Project for Pride in Living,education_workforce,verified,mission,https://www.ppl-inc.org/mission-impact,"Mission explicitly includes career-readiness services and employment training.",2026-09-26
TC050,Project for Pride in Living,direct_service,verified,mission,https://www.ppl-inc.org/mission-impact,"Directly provides affordable housing and career-readiness services to lower-income individuals and families.",2026-09-26
TC050,Project for Pride in Living,youth_family,verified,programs,https://www.ppl-inc.org/sites/default/files/2026-2027%20Stategic%20Plan%20%281%29.pdf,"Strategic plan identifies career training/education for adults and youth and housing for individuals and families.",2026-09-26
TC054,Alight,direct_service,verified,official_about_page,https://www.wearealight.org/,"Provides direct humanitarian services to displaced communities, including healthcare, shelter, protection and emergency support.",2026-09-26
TC054,Alight,health_wellbeing,verified,programs,https://www.wearealight.org/what-we-do,"Health, protection and violence-prevention/care are core program areas.",2026-09-26
TC054,Alight,housing_economic,verified,programs,https://www.wearealight.org/what-we-do,"Programs include shelter, livelihoods and support for financial security and self-sufficiency.",2026-09-26
TC054,Alight,education_workforce,verified,programs,https://www.wearealight.org/what-we-do,"Programs include formal/non-formal education, vocational training and small-business training.",2026-09-26
TC065,Volunteer Lawyers Network,legal,verified,mission,https://www.vlnmn.org/about/,"Mission and programs center free civil legal advice, representation, education and referrals.",2026-09-26
TC065,Volunteer Lawyers Network,direct_service,verified,official_about_page,https://www.vlnmn.org/about/,"Provides free legal services directly to low-income Minnesotans through volunteer attorneys.",2026-09-26
TC065,Volunteer Lawyers Network,civil_rights_human_rights,verified,mission,https://www.vlnmn.org/about/,"Mission centers access to justice, protection of rights and basic human needs for people experiencing poverty.",2026-09-26
TC074,COPAL - Communities Organizing Latine Power and Action,community_rooted,verified,official_about_page,https://copalmn.org/about/,"Grassroots organization was created to improve quality of life for Latines in Minnesota.",2026-09-26
TC074,COPAL - Communities Organizing Latine Power and Action,ethnocultural,verified,official_about_page,https://copalmn.org/about/,"Organization explicitly centers Latine communities statewide.",2026-09-26
TC074,COPAL - Communities Organizing Latine Power and Action,organizing,verified,official_about_page,https://copalmn.org/about/,"Vision explicitly centers inspiring, organizing and mobilizing for social change.",2026-09-26
TC074,COPAL - Communities Organizing Latine Power and Action,advocacy,verified,official_about_page,https://copalmn.org/about/,"Legacy statement centers influencing public policy and advancing civil, political and labor rights.",2026-09-26
TC074,COPAL - Communities Organizing Latine Power and Action,civil_rights_human_rights,verified,official_about_page,https://copalmn.org/about/,"Official legacy explicitly centers advancement of civil, political and labor rights.",2026-09-26
TC077,ISAIAH,organizing,verified,programs,https://www.isaiahmn.org/what-we-do,"ISAIAH explicitly defines itself as a community organizing group developing leaders and collective action.",2026-09-26
TC077,ISAIAH,faith_based,verified,official_about_page,https://www.isaiahmn.org/our-story,"Founded through congregation-based organizations and remains a multifaith organizing institution.",2026-09-26
TC077,ISAIAH,coalition_network,verified,official_about_page,https://www.isaiahmn.org/membership,"Official membership model is a statewide coalition of faith communities and other constituencies.",2026-09-26
TC077,ISAIAH,advocacy,verified,official_about_page,https://www.isaiahmn.org/membership,"Provides policy, lobbying and communications support to member-led statewide campaigns.",2026-09-26
TC077,ISAIAH,civil_rights_human_rights,verified,official_about_page,https://www.isaiahmn.org/our-story,"Official work centers racial and economic justice, voting rights and inclusive democracy.",2026-09-26
