org_id,organization,type_label,type_status,evidence_basis,evidence_url,evidence_note,coding_date
D3-05,India Association of Minnesota,community_rooted,verified,official_about_page,https://iamn.org/about/,"Verified role seed from authoritative eligibility-screening evidence: IAM is a St. Paul-based 501(c)(3) representing Minnesota's Asian Indian community, with cultural, civic, outreach and government-relations functions; current 2026 site includes immigration-policy town-hall content",2026-09-26
D3-05,India Association of Minnesota,ethnocultural,verified,official_about_page,https://iamn.org/about/,"Verified role seed from authoritative eligibility-screening evidence: IAM is a St. Paul-based 501(c)(3) representing Minnesota's Asian Indian community, with cultural, civic, outreach and government-relations functions; current 2026 site includes immigration-policy town-hall content",2026-09-26
D3-06,Fil-Minnesotan Association,community_rooted,verified,official_about_page,https://www.mnhs.org/mnopedia/search/index/group/fil-minnesotan-association,"Verified role seed from authoritative eligibility-screening evidence: FMA is a longstanding Plymouth/Twin Cities Filipino American nonprofit focused on education, culture and youth leadership and remains represented in the Philippine Center of Minnesota governance network",2026-09-26
D3-06,Fil-Minnesotan Association,education_workforce,verified,official_about_page,https://www.mnhs.org/mnopedia/search/index/group/fil-minnesotan-association,"Verified role seed from authoritative eligibility-screening evidence: FMA is a longstanding Plymouth/Twin Cities Filipino American nonprofit focused on education, culture and youth leadership and remains represented in the Philippine Center of Minnesota governance network",2026-09-26
D3-06,Fil-Minnesotan Association,ethnocultural,verified,official_about_page,https://www.mnhs.org/mnopedia/search/index/group/fil-minnesotan-association,"Verified role seed from authoritative eligibility-screening evidence: FMA is a longstanding Plymouth/Twin Cities Filipino American nonprofit focused on education, culture and youth leadership and remains represented in the Philippine Center of Minnesota governance network",2026-09-26
D3-06,Fil-Minnesotan Association,youth_family,verified,official_about_page,https://www.mnhs.org/mnopedia/search/index/group/fil-minnesotan-association,"Verified role seed from authoritative eligibility-screening evidence: FMA is a longstanding Plymouth/Twin Cities Filipino American nonprofit focused on education, culture and youth leadership and remains represented in the Philippine Center of Minnesota governance network",2026-09-26
D3-09,The Urban Village,advocacy,verified,official_about_page,https://www.theurbanvillage.org/ourvillage,"Verified role seed from authoritative eligibility-screening evidence: The Urban Village is a St. Paul Karen and Karenni community space supporting culturally relevant youth/community programming, advocacy and solidarity; 2026 state materials identify its co-director as a founder of a Karen/Karenni rapid-response team during Operation Metro Surge/PARRIS",2026-09-26
D3-09,The Urban Village,community_rooted,verified,official_about_page,https://www.theurbanvillage.org/ourvillage,"Verified role seed from authoritative eligibility-screening evidence: The Urban Village is a St. Paul Karen and Karenni community space supporting culturally relevant youth/community programming, advocacy and solidarity; 2026 state materials identify its co-director as a founder of a Karen/Karenni rapid-response team during Operation Metro Surge/PARRIS",2026-09-26
D3-09,The Urban Village,ethnocultural,verified,official_about_page,https://www.theurbanvillage.org/ourvillage,"Verified role seed from authoritative eligibility-screening evidence: The Urban Village is a St. Paul Karen and Karenni community space supporting culturally relevant youth/community programming, advocacy and solidarity; 2026 state materials identify its co-director as a founder of a Karen/Karenni rapid-response team during Operation Metro Surge/PARRIS",2026-09-26
D3-09,The Urban Village,organizing,verified,official_about_page,https://www.theurbanvillage.org/ourvillage,"Verified role seed from authoritative eligibility-screening evidence: The Urban Village is a St. Paul Karen and Karenni community space supporting culturally relevant youth/community programming, advocacy and solidarity; 2026 state materials identify its co-director as a founder of a Karen/Karenni rapid-response team during Operation Metro Surge/PARRIS",2026-09-26
D3-09,The Urban Village,youth_family,verified,official_about_page,https://www.theurbanvillage.org/ourvillage,"Verified role seed from authoritative eligibility-screening evidence: The Urban Village is a St. Paul Karen and Karenni community space supporting culturally relevant youth/community programming, advocacy and solidarity; 2026 state materials identify its co-director as a founder of a Karen/Karenni rapid-response team during Operation Metro Surge/PARRIS",2026-09-26
D3-11,Association of Nepalis in Minnesota,community_rooted,verified,official_about_page,https://anmn.org/about-us/,"Verified role seed from authoritative eligibility-screening evidence: ANMN was formed by Nepalis in the Twin Cities, is a 501(c)(3), and maintains an active 2025-26 community calendar, board records and annual reports supporting the Nepali community in Minnesota",2026-09-26
D3-11,Association of Nepalis in Minnesota,ethnocultural,verified,official_about_page,https://anmn.org/about-us/,"Verified role seed from authoritative eligibility-screening evidence: ANMN was formed by Nepalis in the Twin Cities, is a 501(c)(3), and maintains an active 2025-26 community calendar, board records and annual reports supporting the Nepali community in Minnesota",2026-09-26
D3-12,Tibetan American Foundation of Minnesota,community_rooted,verified,official_about_page,https://tafm.org/about-us/,"Verified role seed from authoritative eligibility-screening evidence: TAFM is a 501(c)(3) founded to support Tibetan immigrant resettlement in Minnesota, has a St. Paul site and social-service functions, and posted a 2026 immigration-assistance program",2026-09-26
D3-12,Tibetan American Foundation of Minnesota,direct_service,verified,official_about_page,https://tafm.org/about-us/,"Verified role seed from authoritative eligibility-screening evidence: TAFM is a 501(c)(3) founded to support Tibetan immigrant resettlement in Minnesota, has a St. Paul site and social-service functions, and posted a 2026 immigration-assistance program",2026-09-26
D3-12,Tibetan American Foundation of Minnesota,ethnocultural,verified,official_about_page,https://tafm.org/about-us/,"Verified role seed from authoritative eligibility-screening evidence: TAFM is a 501(c)(3) founded to support Tibetan immigrant resettlement in Minnesota, has a St. Paul site and social-service functions, and posted a 2026 immigration-assistance program",2026-09-26
D3-12,Tibetan American Foundation of Minnesota,immigrant_integration,verified,official_about_page,https://tafm.org/about-us/,"Verified role seed from authoritative eligibility-screening evidence: TAFM is a 501(c)(3) founded to support Tibetan immigrant resettlement in Minnesota, has a St. Paul site and social-service functions, and posted a 2026 immigration-assistance program",2026-09-26
D3-14,LatinoLEAD,advocacy,verified,official_about_page,https://www.latinoleadmn.org/,Verified role seed from authoritative eligibility-screening evidence: LatinoLEAD is a St. Paul nonprofit network of Latine leaders with civic and policy advocacy functions; its current materials acknowledge immigration hurdles affecting community stability and leadership,2026-09-26
D3-14,LatinoLEAD,coalition_network,verified,official_about_page,https://www.latinoleadmn.org/,Verified role seed from authoritative eligibility-screening evidence: LatinoLEAD is a St. Paul nonprofit network of Latine leaders with civic and policy advocacy functions; its current materials acknowledge immigration hurdles affecting community stability and leadership,2026-09-26
D3-14,LatinoLEAD,community_rooted,verified,official_about_page,https://www.latinoleadmn.org/,Verified role seed from authoritative eligibility-screening evidence: LatinoLEAD is a St. Paul nonprofit network of Latine leaders with civic and policy advocacy functions; its current materials acknowledge immigration hurdles affecting community stability and leadership,2026-09-26
D3-14,LatinoLEAD,education_workforce,verified,official_about_page,https://www.latinoleadmn.org/,Verified role seed from authoritative eligibility-screening evidence: LatinoLEAD is a St. Paul nonprofit network of Latine leaders with civic and policy advocacy functions; its current materials acknowledge immigration hurdles affecting community stability and leadership,2026-09-26
D3-14,LatinoLEAD,ethnocultural,verified,official_about_page,https://www.latinoleadmn.org/,Verified role seed from authoritative eligibility-screening evidence: LatinoLEAD is a St. Paul nonprofit network of Latine leaders with civic and policy advocacy functions; its current materials acknowledge immigration hurdles affecting community stability and leadership,2026-09-26
D3-15,Hispanic Advocacy and Community Empowerment through Research (HACER),advocacy,verified,official_about_page,https://hacer-mn.org/,"Verified role seed from authoritative eligibility-screening evidence: HACER is a Latino-led advocacy-driven research organization serving Latino Minnesotans through research, community action and policy work, with research interests including immigration and cultural integration",2026-09-26
D3-15,Hispanic Advocacy and Community Empowerment through Research (HACER),community_rooted,verified,official_about_page,https://hacer-mn.org/,"Verified role seed from authoritative eligibility-screening evidence: HACER is a Latino-led advocacy-driven research organization serving Latino Minnesotans through research, community action and policy work, with research interests including immigration and cultural integration",2026-09-26
D3-15,Hispanic Advocacy and Community Empowerment through Research (HACER),ethnocultural,verified,official_about_page,https://hacer-mn.org/,"Verified role seed from authoritative eligibility-screening evidence: HACER is a Latino-led advocacy-driven research organization serving Latino Minnesotans through research, community action and policy work, with research interests including immigration and cultural integration",2026-09-26
D3-18,Asian Media Access,community_rooted,verified,official_about_page,https://ww1.amamedia.org/,Verified role seed from authoritative eligibility-screening evidence: Asian Media Access is a Minneapolis nonprofit with a St. Paul presence whose RICE and community programs serve immigrant/refugee communities; its 2026 'Calling America HOME' series explicitly centers immigrant and refugee experiences in Minnesota,2026-09-26
D3-18,Asian Media Access,education_workforce,verified,official_about_page,https://ww1.amamedia.org/,Verified role seed from authoritative eligibility-screening evidence: Asian Media Access is a Minneapolis nonprofit with a St. Paul presence whose RICE and community programs serve immigrant/refugee communities; its 2026 'Calling America HOME' series explicitly centers immigrant and refugee experiences in Minnesota,2026-09-26
D3-18,Asian Media Access,ethnocultural,verified,official_about_page,https://ww1.amamedia.org/,Verified role seed from authoritative eligibility-screening evidence: Asian Media Access is a Minneapolis nonprofit with a St. Paul presence whose RICE and community programs serve immigrant/refugee communities; its 2026 'Calling America HOME' series explicitly centers immigrant and refugee experiences in Minnesota,2026-09-26
D3-18,Asian Media Access,media_information,verified,official_about_page,https://ww1.amamedia.org/,Verified role seed from authoritative eligibility-screening evidence: Asian Media Access is a Minneapolis nonprofit with a St. Paul presence whose RICE and community programs serve immigrant/refugee communities; its 2026 'Calling America HOME' series explicitly centers immigrant and refugee experiences in Minnesota,2026-09-26
D3-20,MN Zej Zog,community_rooted,verified,official_about_page,https://mnzejzog.org/,"Verified role seed from authoritative eligibility-screening evidence: MN Zej Zog is based in Brooklyn Park and explicitly supports Hmong community empowerment, language preservation, educators, youth, cultural connection and grassroots initiatives",2026-09-26
D3-20,MN Zej Zog,education_workforce,verified,official_about_page,https://mnzejzog.org/,"Verified role seed from authoritative eligibility-screening evidence: MN Zej Zog is based in Brooklyn Park and explicitly supports Hmong community empowerment, language preservation, educators, youth, cultural connection and grassroots initiatives",2026-09-26
D3-20,MN Zej Zog,ethnocultural,verified,official_about_page,https://mnzejzog.org/,"Verified role seed from authoritative eligibility-screening evidence: MN Zej Zog is based in Brooklyn Park and explicitly supports Hmong community empowerment, language preservation, educators, youth, cultural connection and grassroots initiatives",2026-09-26
D3-20,MN Zej Zog,youth_family,verified,official_about_page,https://mnzejzog.org/,"Verified role seed from authoritative eligibility-screening evidence: MN Zej Zog is based in Brooklyn Park and explicitly supports Hmong community empowerment, language preservation, educators, youth, cultural connection and grassroots initiatives",2026-09-26
D3-21,Roseville Covenant Church - Good Neighbor refugee ministry,direct_service,verified,official_about_page,https://www.rosevillecovenant.org/outreach,"Verified role seed from authoritative eligibility-screening evidence: Roseville Covenant documents recurring refugee-support work and a Good Neighbor Team in 2025 committed to walking alongside a refugee family for one year, overlapping the study period",2026-09-26
D3-21,Roseville Covenant Church - Good Neighbor refugee ministry,faith_based,verified,official_about_page,https://www.rosevillecovenant.org/outreach,"Verified role seed from authoritative eligibility-screening evidence: Roseville Covenant documents recurring refugee-support work and a Good Neighbor Team in 2025 committed to walking alongside a refugee family for one year, overlapping the study period",2026-09-26
D3-21,Roseville Covenant Church - Good Neighbor refugee ministry,immigrant_integration,verified,official_about_page,https://www.rosevillecovenant.org/outreach,"Verified role seed from authoritative eligibility-screening evidence: Roseville Covenant documents recurring refugee-support work and a Good Neighbor Team in 2025 committed to walking alongside a refugee family for one year, overlapping the study period",2026-09-26
D4-01,Ethiopian Community in Minnesota,advocacy,verified,official_about_page,https://ethiopiancommunitymn.org/about/,"Verified role seed from authoritative eligibility-screening evidence: ECM is based in St. Paul and has served Minnesota's Ethiopian community since 1995 through translation, advocacy, job counseling, housing help, civic engagement and cultural programs",2026-09-26
D4-01,Ethiopian Community in Minnesota,community_rooted,verified,official_about_page,https://ethiopiancommunitymn.org/about/,"Verified role seed from authoritative eligibility-screening evidence: ECM is based in St. Paul and has served Minnesota's Ethiopian community since 1995 through translation, advocacy, job counseling, housing help, civic engagement and cultural programs",2026-09-26
D4-01,Ethiopian Community in Minnesota,direct_service,verified,official_about_page,https://ethiopiancommunitymn.org/about/,"Verified role seed from authoritative eligibility-screening evidence: ECM is based in St. Paul and has served Minnesota's Ethiopian community since 1995 through translation, advocacy, job counseling, housing help, civic engagement and cultural programs",2026-09-26
D4-01,Ethiopian Community in Minnesota,education_workforce,verified,official_about_page,https://ethiopiancommunitymn.org/about/,"Verified role seed from authoritative eligibility-screening evidence: ECM is based in St. Paul and has served Minnesota's Ethiopian community since 1995 through translation, advocacy, job counseling, housing help, civic engagement and cultural programs",2026-09-26
D4-01,Ethiopian Community in Minnesota,ethnocultural,verified,official_about_page,https://ethiopiancommunitymn.org/about/,"Verified role seed from authoritative eligibility-screening evidence: ECM is based in St. Paul and has served Minnesota's Ethiopian community since 1995 through translation, advocacy, job counseling, housing help, civic engagement and cultural programs",2026-09-26
D4-01,Ethiopian Community in Minnesota,housing_economic,verified,official_about_page,https://ethiopiancommunitymn.org/about/,"Verified role seed from authoritative eligibility-screening evidence: ECM is based in St. Paul and has served Minnesota's Ethiopian community since 1995 through translation, advocacy, job counseling, housing help, civic engagement and cultural programs",2026-09-26
D4-01,Ethiopian Community in Minnesota,immigrant_integration,verified,official_about_page,https://ethiopiancommunitymn.org/about/,"Verified role seed from authoritative eligibility-screening evidence: ECM is based in St. Paul and has served Minnesota's Ethiopian community since 1995 through translation, advocacy, job counseling, housing help, civic engagement and cultural programs",2026-09-26
D4-03,Lao Family Community of Minnesota,community_rooted,verified,official_about_page,https://www.laofamilycommunity.org/about/,Verified role seed from authoritative eligibility-screening evidence: Lao Family Community is a St. Paul nonprofit mutual-assistance association founded in 1977 whose mission explicitly supports Hmong Americans and other immigrant and refugee populations,2026-09-26
D4-03,Lao Family Community of Minnesota,direct_service,verified,official_about_page,https://www.laofamilycommunity.org/about/,Verified role seed from authoritative eligibility-screening evidence: Lao Family Community is a St. Paul nonprofit mutual-assistance association founded in 1977 whose mission explicitly supports Hmong Americans and other immigrant and refugee populations,2026-09-26
D4-03,Lao Family Community of Minnesota,ethnocultural,verified,official_about_page,https://www.laofamilycommunity.org/about/,Verified role seed from authoritative eligibility-screening evidence: Lao Family Community is a St. Paul nonprofit mutual-assistance association founded in 1977 whose mission explicitly supports Hmong Americans and other immigrant and refugee populations,2026-09-26
D4-03,Lao Family Community of Minnesota,immigrant_integration,verified,official_about_page,https://www.laofamilycommunity.org/about/,Verified role seed from authoritative eligibility-screening evidence: Lao Family Community is a St. Paul nonprofit mutual-assistance association founded in 1977 whose mission explicitly supports Hmong Americans and other immigrant and refugee populations,2026-09-26
D4-04,Sub-Saharan African Youth and Family Services in Minnesota (SAYFSM),community_rooted,verified,official_about_page,https://www.sayfsm.org/,"Verified role seed from authoritative eligibility-screening evidence: SAYFSM is a Minnesota 501(c)(3) serving Sub-Saharan African youth and families through culturally responsive health and human-service outreach, but current public materials are less explicit about immigrant/refugee status than some other candidates",2026-09-26
D4-04,Sub-Saharan African Youth and Family Services in Minnesota (SAYFSM),direct_service,verified,official_about_page,https://www.sayfsm.org/,"Verified role seed from authoritative eligibility-screening evidence: SAYFSM is a Minnesota 501(c)(3) serving Sub-Saharan African youth and families through culturally responsive health and human-service outreach, but current public materials are less explicit about immigrant/refugee status than some other candidates",2026-09-26
D4-04,Sub-Saharan African Youth and Family Services in Minnesota (SAYFSM),ethnocultural,verified,official_about_page,https://www.sayfsm.org/,"Verified role seed from authoritative eligibility-screening evidence: SAYFSM is a Minnesota 501(c)(3) serving Sub-Saharan African youth and families through culturally responsive health and human-service outreach, but current public materials are less explicit about immigrant/refugee status than some other candidates",2026-09-26
D4-04,Sub-Saharan African Youth and Family Services in Minnesota (SAYFSM),health_wellbeing,verified,official_about_page,https://www.sayfsm.org/,"Verified role seed from authoritative eligibility-screening evidence: SAYFSM is a Minnesota 501(c)(3) serving Sub-Saharan African youth and families through culturally responsive health and human-service outreach, but current public materials are less explicit about immigrant/refugee status than some other candidates",2026-09-26
D4-04,Sub-Saharan African Youth and Family Services in Minnesota (SAYFSM),youth_family,verified,official_about_page,https://www.sayfsm.org/,"Verified role seed from authoritative eligibility-screening evidence: SAYFSM is a Minnesota 501(c)(3) serving Sub-Saharan African youth and families through culturally responsive health and human-service outreach, but current public materials are less explicit about immigrant/refugee status than some other candidates",2026-09-26
D4-05,Vietnamese Social Services of Minnesota,community_rooted,verified,official_about_page,https://www.vssmn.org/,Verified role seed from authoritative eligibility-screening evidence: VSSMN is a St. Paul direct-service organization explicitly serving low-income immigrant and refugee families throughout the seven-county Twin Cities metro; Vietnamese and Karen refugees/immigrants comprise most participants,2026-09-26
D4-05,Vietnamese Social Services of Minnesota,direct_service,verified,official_about_page,https://www.vssmn.org/,Verified role seed from authoritative eligibility-screening evidence: VSSMN is a St. Paul direct-service organization explicitly serving low-income immigrant and refugee families throughout the seven-county Twin Cities metro; Vietnamese and Karen refugees/immigrants comprise most participants,2026-09-26
D4-05,Vietnamese Social Services of Minnesota,ethnocultural,verified,official_about_page,https://www.vssmn.org/,Verified role seed from authoritative eligibility-screening evidence: VSSMN is a St. Paul direct-service organization explicitly serving low-income immigrant and refugee families throughout the seven-county Twin Cities metro; Vietnamese and Karen refugees/immigrants comprise most participants,2026-09-26
D4-05,Vietnamese Social Services of Minnesota,immigrant_integration,verified,official_about_page,https://www.vssmn.org/,Verified role seed from authoritative eligibility-screening evidence: VSSMN is a St. Paul direct-service organization explicitly serving low-income immigrant and refugee families throughout the seven-county Twin Cities metro; Vietnamese and Karen refugees/immigrants comprise most participants,2026-09-26
