org_id,organization,type_label,type_status,evidence_basis,evidence_url,evidence_note,coding_date
TC034,Al-Maa'uun,housing_economic,verified,programs,https://almaauun.org/programs/,"Official programs include housing support and career services aimed at personal and financial stability.",2026-09-26
TC034,Al-Maa'uun,advocacy,verified,mission,https://almaauun.org/about-us/,"Official mission explicitly includes advocacy.",2026-09-26
TC034,Al-Maa'uun,health_wellbeing,verified,official_about_page,https://almaauun.org/about-us/,"Official programs center recovery, peer support, holistic healing and substance-use recovery.",2026-09-26
TC034,Al-Maa'uun,education_workforce,verified,programs,https://almaauun.org/programs/,"Career services include job placement, vocational/technical training and continuing-education support.",2026-09-26
TC080,Asamblea de Derechos Civiles,faith_based,verified,government_or_partner_listing,https://www.house.mn.gov/dflpdf/6ce9d8c7-b939-4dab-a744-dc1fb08f4a6d.pdf,"Minnesota legislative testimony identifies Asamblea as a statewide faith-based nonprofit organization.",2026-09-26
TC080,Asamblea de Derechos Civiles,community_rooted,verified,government_or_partner_listing,https://www.house.mn.gov/dflpdf/6ce9d8c7-b939-4dab-a744-dc1fb08f4a6d.pdf,"Legislative testimony states that Asamblea organizes immigrants from predominantly Latino congregations.",2026-09-26
TC080,Asamblea de Derechos Civiles,ethnocultural,verified,government_or_partner_listing,https://www.house.mn.gov/dflpdf/6ce9d8c7-b939-4dab-a744-dc1fb08f4a6d.pdf,"Documented constituency is predominantly Latino immigrant congregations.",2026-09-26
TC080,Asamblea de Derechos Civiles,advocacy,verified,government_or_partner_listing,https://www.house.leg.state.mn.us/comm/docs/22ivStzQ60GPBIPItBty5g.pdf,"Asamblea appears as a current 2025 signatory on Minnesota immigration-policy advocacy and has active program support documented in 2026.",2026-09-26
TC080,Asamblea de Derechos Civiles,organizing,verified,government_or_partner_listing,https://www.house.mn.gov/dflpdf/6ce9d8c7-b939-4dab-a744-dc1fb08f4a6d.pdf,"Legislative testimony explicitly states that Asamblea organizes immigrants to build power for changes in immigration and political/economic structures.",2026-09-26
TC080,Asamblea de Derechos Civiles,civil_rights_human_rights,verified,government_or_partner_listing,https://www.house.mn.gov/dflpdf/6ce9d8c7-b939-4dab-a744-dc1fb08f4a6d.pdf,"Organization self-identifies as Minnesota Assembly for Civil Rights and advocates on rights and immigration policy.",2026-09-26
D3-07,Cultural Society of Filipino Americans,community_rooted,verified,official_about_page,https://philippineday.csfamn.org/information/faq,"Official event site identifies CSFA as an active 501(c)(3) hosting community-wide Filipino cultural programming.",2026-09-26
D3-07,Cultural Society of Filipino Americans,ethnocultural,verified,official_about_page,https://philippineday.csfamn.org/information/faq,"Official mission is to preserve and promote Philippine and Filipino culture in Minnesota.",2026-09-26
D3-08,Chinese American Association of Minnesota,community_rooted,verified,official_about_page,https://caam.org/about-caam/,"Official site identifies CAAM as Minnesota's oldest and largest Chinese American community organization.",2026-09-26
D3-08,Chinese American Association of Minnesota,ethnocultural,verified,mission,https://caam.org/about-caam/,"Official mission promotes Chinese cultural heritage and quality of life for Chinese Americans in Minnesota.",2026-09-26
D3-08,Chinese American Association of Minnesota,education_workforce,verified,programs,https://caam.org/about-caam/,"Official programs include language school, scholarships and educational programming.",2026-09-26
D3-10,Korean Association of Minnesota,community_rooted,verified,official_about_page,https://www.mnkorea.org/home-1,"Official 2026 site centers unity, participation and coordination among Korean Americans in Minnesota.",2026-09-26
D3-10,Korean Association of Minnesota,ethnocultural,verified,official_about_page,https://www.mnkorea.org/home-1,"Official vision centers Korean identity, culture and a future Korean cultural center.",2026-09-26
D3-10,Korean Association of Minnesota,education_workforce,verified,programs,https://school.mnkorea.org/,"Association operates an active Korean Language & Culture Program with 2025-26 classes and cultural education.",2026-09-26
D3-19,Minnesota Hmong Chamber of Commerce,community_rooted,verified,official_about_page,https://mnhmongchamber.org/,"Official site centers the Hmong business community and community-building programs.",2026-09-26
D3-19,Minnesota Hmong Chamber of Commerce,ethnocultural,verified,mission,https://mnhmongchamber.org/,"Official mission and vision explicitly center Hmong-owned businesses and a thriving Hmong business community.",2026-09-26
D3-19,Minnesota Hmong Chamber of Commerce,housing_economic,verified,mission,https://mnhmongchamber.org/,"Mission centers business growth, sustainability, networking and regional economic growth.",2026-09-26
D3-19,Minnesota Hmong Chamber of Commerce,advocacy,verified,official_about_page,https://mnhmongchamber.org/,"Official site explicitly describes advocacy and legislative engagement for member businesses.",2026-09-26
D4-08,Hmong Shaman & Herb Center,community_rooted,verified,government_or_partner_listing,https://www.health.mn.gov/communities/equity/networks/grantees.html,"Minnesota Department of Health documents programming specifically addressing inequities in the Hmong population across the Twin Cities and other Minnesota regions.",2026-09-26
D4-08,Hmong Shaman & Herb Center,ethnocultural,verified,government_or_partner_listing,https://www.health.mn.gov/communities/equity/networks/grantees.html,"State documentation explicitly centers culturally specific Hmong healing practices.",2026-09-26
D4-08,Hmong Shaman & Herb Center,health_wellbeing,verified,government_or_partner_listing,https://www.health.mn.gov/communities/equity/networks/grantees.html,"Minnesota Department of Health documents work integrating Hmong shamanistic practices into healthcare to address health inequities.",2026-09-26
D4-09,African Growers and Producers Alliance (AGAPA),community_rooted,verified,government_or_partner_listing,https://www.health.state.mn.us/communities/practice/equityengage/networks/grantees.html,"Minnesota Department of Health documents AGAPA's work connecting African farmers in Minnesota and building a health-equity council.",2026-09-26
D4-09,African Growers and Producers Alliance (AGAPA),ethnocultural,verified,government_or_partner_listing,https://www.health.state.mn.us/communities/practice/equityengage/networks/grantees.html,"State-funded project explicitly centers farmers of African descent and culturally significant crops and seeds.",2026-09-26
D4-09,African Growers and Producers Alliance (AGAPA),housing_economic,verified,government_or_partner_listing,https://www.health.state.mn.us/communities/practice/equityengage/networks/grantees.html,"Program develops agricultural livelihoods, farmer connections and opportunities for African farmers; coded under economic stability.",2026-09-26
D4-11,Care Resource Connection,health_wellbeing,verified,government_or_partner_listing,https://www.health.state.mn.us/communities/practice/equityengage/networks/grantees.html,"Minnesota Department of Health documents health-equity forums, community-health-worker expansion and work on barriers to primary care.",2026-09-26
D4-11,Care Resource Connection,direct_service,verified,government_or_partner_listing,https://www.health.state.mn.us/communities/practice/equityengage/networks/grantees.html,"State documentation describes community-health-worker and community-messenger interventions addressing health access in targeted populations.",2026-09-26
D4-11,Care Resource Connection,media_information,verified,government_or_partner_listing,https://mn.gov/dhs/age-friendly-mn/blueprint/data/,"Age Friendly Minnesota identifies CARE Resource Connection as a resource directory linking Minnesotans to community, housing, health, cultural and support services.",2026-09-26
