news_item_id,date,outlet,outlet_type,author,headline,url,media_relation_type,paid_sponsored_flag,org_id,organization,organization_visibility,organization_quoted,spokesperson,source_function,news_topic,matched_org_item_id,match_confidence,frame_transformation,legal_info_carryover,service_info_carryover,action_info_carryover,collection_status,collection_notes,source_batch,story_key
NM016,2026-01-13,MPR News,public_radio_digital,Nina Moini; Ellen Finn; Aleesa Kuznetsov,How to legally handle interactions with federal immigration agents,https://www.mprnews.org/episode/2026/01/13/how-to-legally-handle-interactions-with-federal-immigration-agents,earned_editorial,0,D2-01,ACLU of Minnesota,primary_expert_source,1,Ian Bratlie,legal_guidance_source,observer rights; legal handling of ICE encounters,D2-01-WEB-003,medium,not_yet_coded,1,1,1,verified,Extended interview uses ACLU-MN attorney as the central expert and directs listeners to ACLU intake/reporting resources. Strong case of legal and action guidance carried through news-media uptake.,news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://www.mprnews.org/episode/2026/01/13/how-to-legally-handle-interactions-with-federal-immigration-agents
NM017,2026-01-15,FOX 9,local_tv_digital,Nick Longworth,ACLU Minnesota files lawsuit against Trump administration alleging constitutional violations,https://www.fox9.com/news/aclu-minnesota-lawsuit-trump-ice-minnesota,earned_editorial,0,D2-01,ACLU of Minnesota,primary_legal_source,1,Catherine Ahlin-Halverson,legal_advocacy_source,racial profiling; unlawful arrests; constitutional rights,D2-01-WEB-003,high,not_yet_coded,1,0,0,verified,"FOX 9 centers ACLU-MN's class-action lawsuit and carries direct language about illegality, fear, rights and accountability.",news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://www.fox9.com/news/aclu-minnesota-lawsuit-trump-ice-minnesota
NM018,2026-01-24,FOX 9,local_tv_digital,Kilat Fitzgerald; Melissa Turtinen; FOX 9 Staff,Minneapolis shooting: Border Patrol fatally shoots Alex Pretti; witness video conflicts DHS,https://www.fox9.com/news/ice-mn-third-federal-agents-shooting-minneapolis,earned_editorial,0,D2-01,ACLU of Minnesota,direct_statement_quote,1,Deepinder Mayell,advocacy_source,Alex Pretti shooting; ICE/CBP operations; community harm,D2-01-WEB-004,medium,not_yet_coded,0,0,1,verified,Live coverage reproduces ACLU-MN leadership statement calling for an end to ICE/CBP operations and an independent investigation; useful case for affective amplification/preservation analysis.,news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://www.fox9.com/news/ice-mn-third-federal-agents-shooting-minneapolis
NM019,2026-02-17,FOX 9,local_tv_digital,Paul Blume,Immigrants arrested during Operation Metro Surge testify against ICE practices,https://www.fox9.com/news/immigrants-arrested-during-operation-metro-surge-testify-against-ice-practices-feb-2026,earned_editorial,0,D2-01,ACLU of Minnesota,primary_legal_source,1,,legal_advocacy_source,racial profiling; warrantless arrests; accountability,D2-01-WEB-007,medium,not_yet_coded,1,0,0,verified,Coverage presents ACLU litigation and testimony as the central legal framework for alleged Operation Metro Surge abuses.,news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://www.fox9.com/news/immigrants-arrested-during-operation-metro-surge-testify-against-ice-practices-feb-2026
NM020,2026-02-23,MPR News,public_radio_digital,,Minnesota clergy sue Department of Homeland Security over access to immigration detainees,https://www.mprnews.org/story/2026/02/23/minnesota-clergy-sue-department-of-homeland-security-over-access-to-immigration-detainees,earned_editorial,0,TC064,The Advocates for Human Rights,secondary_legal_source,0,,legal_advocacy_source,detainee attorney access; Whipple Federal Building,TC064-LI-004,medium,not_yet_coded,1,0,0,verified,Story situates clergy litigation alongside Advocates' class-action case over detainee access to counsel and reports court-ordered protections stemming from that litigation.,news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://www.mprnews.org/story/2026/02/23/minnesota-clergy-sue-department-of-homeland-security-over-access-to-immigration-detainees
NM021,2025-12-17,Sahan Journal,nonprofit_local_digital,Andrew Hazzard; Katelyn Vue,ACLU takes legal action against ICE for detaining U.S. citizens in Minnesota,https://sahanjournal.com/immigration/ice-minnesota-aclu-lawsuit-observer-rights/,earned_editorial,0,D2-01,ACLU of Minnesota,primary_legal_source,1,Alicia Granse; Deepinder Mayell; Catherine Ahlin-Halverson,legal_advocacy_source,ICE detention; observer rights; racial profiling,D2-01-WEB-001,high,not_yet_coded,1,0,0,verified,Detailed same-day reporting on ACLU-MN lawsuit with multiple direct quotations; strong high-confidence matched case for comparing organization-owned and journalistic affective framing.,news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://sahanjournal.com/immigration/ice-minnesota-aclu-lawsuit-observer-rights
NM022,2025-12-17,Sahan Journal,nonprofit_local_digital,Andrew Hazzard; Katelyn Vue,ACLU takes legal action against ICE for detaining U.S. citizens in Minnesota,https://sahanjournal.com/immigration/ice-minnesota-aclu-lawsuit-observer-rights/,earned_editorial,0,TC064,The Advocates for Human Rights,direct_quote,1,Michele Garnett McKenzie,legal_expert,immigration accountability; checks and balances,,,not_yet_coded,1,0,0,verified,Same news item also quotes Advocates executive director on weak accountability checks in immigration enforcement. Retained as separate organization-story relation pending bridge-table normalization.,news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://sahanjournal.com/immigration/ice-minnesota-aclu-lawsuit-observer-rights
NM023,2026-02-06,Sahan Journal,nonprofit_local_digital,Nicolas Scibelli; Anshu Patel,Refugees’ futures remain uncertain as legal battle over Operation PARRIS proceeds,https://sahanjournal.com/immigration/operation-parris-minneapolis-woman-arrested-detained-immigration/,earned_editorial,0,TC064,The Advocates for Human Rights,primary_legal_source,1,Madeline Lohman,legal_advocacy_source,Operation PARRIS; refugee detention; due process,TC064-LI-003,high,not_yet_coded,1,1,0,verified,"Advocates is central to the story's interpretation of Operation PARRIS, including direct quotes about rights violations, organizational response and legal strategy.",news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://sahanjournal.com/immigration/operation-parris-minneapolis-woman-arrested-detained-immigration
NM024,2026-02-06,Sahan Journal,nonprofit_local_digital,Nicolas Scibelli; Anshu Patel,Refugees’ futures remain uncertain as legal battle over Operation PARRIS proceeds,https://sahanjournal.com/immigration/operation-parris-minneapolis-woman-arrested-detained-immigration/,earned_editorial,0,TC041,International Institute of Minnesota,direct_quote,1,Michelle Eberhard,refugee_service_expert,Operation PARRIS; refugee release; missing documents,CI0044,medium,not_yet_coded,0,1,0,verified,"IIMN refugee-services director is quoted on incomplete releases, missing documents, and practical post-detention barriers; useful service-oriented contrast within the same story.",news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://sahanjournal.com/immigration/operation-parris-minneapolis-woman-arrested-detained-immigration
NM025,2026-03-12,Sahan Journal,nonprofit_local_digital,Anshu Patel; Nicolas Scibelli,Minneapolis group challenges DOJ over growing immigration court access restrictions,https://sahanjournal.com/public-safety/advocates-human-rights-sues-doj-immigration-court-access/,earned_editorial,0,TC064,The Advocates for Human Rights,primary_story_subject,1,,legal_advocacy_source,immigration court access; court observation; transparency,TC064-LI-004,medium,not_yet_coded,1,0,0,verified,"Story centers Advocates' litigation over access restrictions at immigration court, extending the organization's transparency/accountability framing into news coverage.",news_media_uptake_batch_04_fox9_mpr_sahan.csv,https://sahanjournal.com/public-safety/advocates-human-rights-sues-doj-immigration-court-access
NM026,2025-11-25,Bring Me The News,local_digital,Brianna Kelly,Northfield man arrested by ICE will be deported to Mexico,https://bringmethenews.com/minnesota-news/northfield-man-arrested-by-ice-will-be-deported-to-mexico,earned_editorial,0,TC064,The Advocates for Human Rights,direct_statement_quote,1,Kim Boche,legal_advocacy_source,asylum hearing; detention; family unity; deportation,,,not_yet_coded,1,0,0,verified,"Story reproduces Advocates statement after asylum ruling, including critique of compressed adjudication and detention/deportation priorities. Strong early-window affective/legal framing case.",news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-news/northfield-man-arrested-by-ice-will-be-deported-to-mexico
NM027,2025-12-18,Bring Me The News,local_digital,Brianna Kelly,Minnesota organizations take legal action against ICE over recent crackdown,https://bringmethenews.com/minnesota-news/minnesota-organizations-take-legal-action-against-ice-over-recent-crackdown,earned_editorial,0,D2-01,ACLU of Minnesota,primary_legal_source,0,,legal_advocacy_source,observer rights; detention; constitutional claims,D2-01-WEB-001,high,not_yet_coded,1,0,0,verified,Coverage directly summarizes ACLU-MN lawsuit filed the prior day and carries the legal-injustice/accountability frame into a broader roundup of organizational responses.,news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-news/minnesota-organizations-take-legal-action-against-ice-over-recent-crackdown
NM028,2026-01-29,Bring Me The News,local_digital,Bring Me The News,List of Minnesota businesses closing for Jan. 23 anti-ICE strike,https://bringmethenews.com/minnesota-lifestyle/growing-number-of-minnesota-businesses-announce-plans-to-close-for-jan-23-strike,earned_editorial,0,TC057,Immigrant Law Center of Minnesota,beneficiary_visibility,0,,collective_action_destination,anti-ICE strike; business solidarity; fundraising,,,not_yet_coded,0,0,1,verified,"Article lists multiple businesses donating all or part of proceeds to ILCM, showing news-mediated conversion of solidarity into material support.",news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-lifestyle/growing-number-of-minnesota-businesses-announce-plans-to-close-for-jan-23-strike
NM029,2026-01-29,Bring Me The News,local_digital,Bring Me The News,List of Minnesota businesses closing for Jan. 23 anti-ICE strike,https://bringmethenews.com/minnesota-lifestyle/growing-number-of-minnesota-businesses-announce-plans-to-close-for-jan-23-strike,earned_editorial,0,TC041,International Institute of Minnesota,beneficiary_visibility,0,,collective_action_destination,anti-ICE strike; business solidarity; fundraising,,,not_yet_coded,0,0,1,verified,Same article identifies a business donating profits to IIMN; retained as separate organization-story relation for conversion/circulation analysis.,news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-lifestyle/growing-number-of-minnesota-businesses-announce-plans-to-close-for-jan-23-strike
NM030,2026-02-19,Bring Me The News,local_digital,Dustin Nelson,Brandi Carlile will stream Minneapolis concert as legal aid fundraiser,https://bringmethenews.com/minnesota-lifestyle/brandi-carlile-will-stream-minneapolis-concert-as-legal-aid-fundraiser,earned_editorial,0,TC064,The Advocates for Human Rights,beneficiary_visibility,0,,collective_action_destination,benefit concert; legal aid; solidarity; fundraising,,,not_yet_coded,0,0,1,verified,Coverage presents Advocates as the recipient of concert-stream proceeds and links emotionally framed solidarity with a concrete fundraising action pathway.,news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-lifestyle/brandi-carlile-will-stream-minneapolis-concert-as-legal-aid-fundraiser
NM031,2026-02-23,Bring Me The News,local_digital,Dustin Nelson,Brandi Carlile's Twin Cities concert raises $600K for those impacted by ICE,https://bringmethenews.com/minnesota-lifestyle/brandi-carliles-twin-cities-concert-raises-600000,earned_editorial,0,TC064,The Advocates for Human Rights,beneficiary_visibility,0,,collective_action_destination,concert fundraising; ICE-affected families; solidarity,,,not_yet_coded,0,0,1,verified,"Follow-up coverage documents observable conversion: more than $600,000 raised for Advocates. Strong material-action outcome linked to public affective mobilization.",news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-lifestyle/brandi-carliles-twin-cities-concert-raises-600000
NM032,2026-03-04,Bring Me The News,local_digital,Dustin Nelson,Jason Isbell & the 400 Unit will stream Minneapolis concert on The Current,https://bringmethenews.com/minnesota-lifestyle/jason-isbell-the-400-unit-will-stream-minneapolis-concert-on-the-current,earned_editorial,0,TC057,Immigrant Law Center of Minnesota,beneficiary_visibility,0,,collective_action_destination,benefit concert; fundraising; ICE surge response,,,not_yet_coded,0,0,1,verified,"Story identifies ILCM as recipient of ticket/poster proceeds, providing a visible news-mediated route from solidarity to donation.",news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-lifestyle/jason-isbell-the-400-unit-will-stream-minneapolis-concert-on-the-current
NM033,2026-03-07,Bring Me The News,local_digital,Dustin Nelson,'You've given us all a lot of hope': Dropkick Murphys play outdoor Abolish ICE benefit,https://bringmethenews.com/minnesota-lifestyle/youve-given-us-all-a-lot-of-hope-dropkick-murphys-play-outdoor-abolish-ice-benefit,earned_editorial,0,TC057,Immigrant Law Center of Minnesota,beneficiary_visibility,0,,collective_action_destination,benefit concert; protest; fundraising; hope,,,not_yet_coded,0,0,1,verified,Coverage documents an Abolish ICE benefit raising funds for ILCM and other groups; useful for affective conversion and circulation analysis.,news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-lifestyle/youve-given-us-all-a-lot-of-hope-dropkick-murphys-play-outdoor-abolish-ice-benefit
NM034,2026-03-13,Bring Me The News,local_digital,Brianna Kelly,Lawyers say government is fast-tracking Somali asylum hearings in Minnesota,https://bringmethenews.com/minnesota-news/lawyers-say-government-is-fast-tracking-somali-asylum-hearings-in-minnesota,earned_editorial,0,TC064,The Advocates for Human Rights,direct_statement_quote,1,Michele Garnett McKenzie,legal_advocacy_source,Somali asylum hearings; court access; transparency,TC064-LI-004,medium,not_yet_coded,1,0,0,verified,Story quotes Advocates executive director on open-court principles and transparency while reporting the organization's lawsuit challenging access restrictions.,news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-news/lawyers-say-government-is-fast-tracking-somali-asylum-hearings-in-minnesota
NM035,2026-03-25,Bring Me The News,local_digital,Brianna Kelly,Walz announces new council to document impacts of ICE surge on Minnesotans,https://bringmethenews.com/minnesota-news/walz-announces-new-council-to-document-impacts-of-ice-surge-on-minnesotans,earned_editorial,0,TC064,The Advocates for Human Rights,partner_visibility,0,,documentation_intermediary,post-surge documentation; testimony; recovery,,,not_yet_coded,0,1,1,verified,"Coverage identifies Advocates as state partner collecting testimony on impacts to immigrants, children, and businesses; strong example of institutionalized post-crisis intermediation/documentation.",news_media_uptake_batch_05_bringmethenews.csv,https://bringmethenews.com/minnesota-news/walz-announces-new-council-to-document-impacts-of-ice-surge-on-minnesotans
NM036,2026-02-24,MPR News,public_radio_digital,Nina Moini; Ngoc Bui,Coalition looks to support Southeast Asian Minnesotans facing deportation and detention,https://www.mprnews.org/episode/2026/02/24/southeast-asian-minnesotans-deportation-and-detention,earned_editorial,0,TC057,Immigrant Law Center of Minnesota,partner_and_resource_source,0,,legal_service_partner,Southeast Asian deportation; detention; legal preparedness,,,not_yet_coded,1,1,1,verified,"ILCM is identified as a formal partner in the Southeast Asian Defense Response Project and its intake line is provided directly to listeners, showing service/legal guidance carried through news-media uptake.",news_media_uptake_batch_06_mpr_sahan_extended.csv,https://www.mprnews.org/episode/2026/02/24/southeast-asian-minnesotans-deportation-and-detention
NM037,2026-03-11,MPR News,public_radio_digital,,"Indie bookstores provide readers with information, relief amid ICE surge",https://www.mprnews.org/story/2026/03/11/indie-bookstores-provide-readers-with-information-relief-amid-ice-surge,earned_editorial,0,TC057,Immigrant Law Center of Minnesota,beneficiary_visibility,0,,collective_action_destination,bookstores; community relief; fundraiser,,,not_yet_coded,0,0,1,verified,"Coverage identifies Authors for Minnesota Day as a fundraiser benefiting ILCM, showing a concrete news-mediated path from solidarity/community response to material support.",news_media_uptake_batch_06_mpr_sahan_extended.csv,https://www.mprnews.org/story/2026/03/11/indie-bookstores-provide-readers-with-information-relief-amid-ice-surge
NM038,2026-03-25,Sahan Journal,nonprofit_local_digital,Nicolas Scibelli,"As ICE surge winds down, Minnesota rights groups pivot to long-term solutions",https://sahanjournal.com/immigration/minnesota-ice-impact-recovery/,earned_editorial,0,TC057,Immigrant Law Center of Minnesota,direct_quote,1,Julia Decker,legal_policy_expert,post-surge recovery; detention; legal process; continuing harm,,,not_yet_coded,1,1,1,verified,"ILCM policy director explains organizational adaptation during the surge, ongoing detention/legal-process harms, and the need for continued support. Strong late-phase case for examining persistence and transformation of affective intermediation.",news_media_uptake_batch_06_mpr_sahan_extended.csv,https://sahanjournal.com/immigration/minnesota-ice-impact-recovery
NM036,2026-01-13,MPR News,public_radio_digital,Sarah Thamer,Resettlement agency head says new Homeland Security operation ‘terrifying’ refugee families,https://www.mprnews.org/story/2026/01/13/operation-parris-dhs-terrifying-refugee-families,earned_editorial,0,TC041,International Institute of Minnesota,primary_expert_source,1,Jane Graupman,refugee_service_expert,Operation PARRIS; refugee detention; fear; legal status,CI0039,high,not_yet_coded,0,1,0,verified,MPR centers IIMN leadership interpreting the emotional and practical effects of Operation PARRIS on refugee families; strong same-topic linkage to IIMN's refugee-focused communications.,news_media_uptake_batch_07_iimn_copal_unidos.csv,https://www.mprnews.org/story/2026/01/13/operation-parris-dhs-terrifying-refugee-families
