item_id,org_id,organization,date,platform,url,content_type,title_or_caption,source_summary,language,media_type,crosspost_group_id,enforcement_relevance,retrieval_date,retrieval_status,archive_or_capture_note,collection_notes
TC058-WEB-011,TC058,Mid-Minnesota Legal Aid,2026-01-20,website,https://mylegalaid.org/news-stories/mid-mn-legal-aid-set-to-tackle-state-tax-cases/,news,"Mid-MN Legal Aid set to tackle state tax cases","Legal Aid announces expansion of its Low Income Taxpayer Clinic work into Minnesota state tax cases.",English,text,,uncoded,2026-09-22,retrieved,"Official newsroom page","Routine service communication retained."
TC058-WEB-012,TC058,Mid-Minnesota Legal Aid,2026-01-21,website,https://mylegalaid.org/news-stories/mid-mn-legal-aid-takes-on-state-tax-cases/,news_release,"Mid-MN Legal Aid announces new dimension to tax law services","Legal Aid formally announces expanded state tax assistance funded by the Minnesota Department of Revenue.",English,text,,uncoded,2026-09-22,retrieved,"Official news release page","Owned release; distinct from Jan. 20 story."
TC058-WEB-013,TC058,Mid-Minnesota Legal Aid,2026-01-23,website,https://mylegalaid.org/news-stories/statement-we-stand-in-solidarity/,statement,"We stand in solidarity","Legal Aid states solidarity with the Jan. 23 ICE Out of Minnesota day of action and reiterates commitment to legal services.",English,text,,uncoded,2026-09-22,retrieved,"Official statement page","Owned organizational statement."
TC058-WEB-014,TC058,Mid-Minnesota Legal Aid,2026-01-25,website,https://mylegalaid.org/news-stories/?sf_paged=5,in_the_news,"Fearing ICE, parents make plans for their children’s care","Legal Aid newsroom highlights coverage of parents preparing Delegations of Parental Authority during immigration enforcement activity.",English,text,,uncoded,2026-09-22,retrieved,"Official newsroom archive","Media-amplification item retained."
TC058-WEB-015,TC058,Mid-Minnesota Legal Aid,2026-01-29,website,https://mylegalaid.org/news-stories/statement-mn-refugees-to-be-released/,statement,"MN refugees to be released","Legal Aid welcomes a temporary restraining order affecting refugee detention and reports immediate client impacts.",English,text,,uncoded,2026-09-22,retrieved,"Official statement page","Owned organizational statement."
TC058-WEB-016,TC058,Mid-Minnesota Legal Aid,2026-01-30,website,https://mylegalaid.org/news-stories/statement-amid-federal-siege-we-persist/,statement,"Amid federal siege, we persist","Legal Aid describes intensified representation during federal immigration enforcement and its effects on clients and staff.",English,text,,uncoded,2026-09-22,retrieved,"Official statement page","Owned organizational statement."
TC058-WEB-017,TC058,Mid-Minnesota Legal Aid,2026-02-11,website,https://mylegalaid.org/news-stories/mid-mn-legal-aid-releases-report-on-child-confinement-in-minnesota-schools/,media_advisory,"Mid-MN Legal Aid releases report on child confinement in Minnesota schools","The Minnesota Disability Law Center announces a report and media briefing on school seclusion rooms.",English,text,,uncoded,2026-09-22,retrieved,"Official newsroom page","Routine disability-rights communication retained."
TC058-WEB-018,TC058,Mid-Minnesota Legal Aid,2026-02-12,website,https://mylegalaid.org/news-stories/category/in-the-news/?sf_paged=3,in_the_news,"Minnesota resistance movement says drawdown is ‘hard-fought community victory’","Legal Aid newsroom records a statement to the Star Tribune responding to an announced drawdown of federal enforcement activity.",English,text,,uncoded,2026-09-22,retrieved,"Official In the News archive","Media-amplification item retained."
TC058-WEB-019,TC058,Mid-Minnesota Legal Aid,2026-02-14,website,https://mylegalaid.org/news-stories/category/in-the-news/?sf_paged=3,in_the_news,"Minneapolis has 950 surveillance cameras. Some want footage saved longer amid ICE operation","Legal Aid newsroom highlights coverage quoting Deputy Director Abigail Cerra on retaining surveillance footage during federal enforcement activity.",English,text,,uncoded,2026-09-22,retrieved,"Official In the News archive","Media-amplification item retained."
TC058-WEB-020,TC058,Mid-Minnesota Legal Aid,2026-02-16,website,https://mylegalaid.org/news-stories/category/in-the-news/?sf_paged=3,in_the_news,"Legal Aid’s Cerra makes case for extending access to camera footage","Legal Aid newsroom highlights WCCO Radio coverage about surveillance-footage retention.",English,text,,uncoded,2026-09-22,retrieved,"Official In the News archive","Media-amplification item retained."
TC058-WEB-021,TC058,Mid-Minnesota Legal Aid,2026-02-24,website,https://mylegalaid.org/news-stories/category/in-the-news/?sf_paged=3,in_the_news,"Minnesota fraud crackdown leaving disabled Medicaid recipients without housing","Legal Aid newsroom highlights coverage involving a Minnesota Disability Law Center legal advocate.",English,text,,uncoded,2026-09-22,retrieved,"Official In the News archive","Routine issue communication retained."
TC058-WEB-022,TC058,Mid-Minnesota Legal Aid,2026-02-24,website,https://mylegalaid.org/news-stories/category/in-the-news/?sf_paged=3,in_the_news,"Advocates urge statewide ban on school seclusion rooms","Legal Aid newsroom highlights coverage quoting attorneys Jessica Heiser and Jessica Webster on school seclusion.",English,text,,uncoded,2026-09-22,retrieved,"Official In the News archive","Distinct same-day media-amplification item."
TC058-WEB-023,TC058,Mid-Minnesota Legal Aid,2026-02-27,website,https://mylegalaid.org/news-stories/category/in-the-news/?sf_paged=3,in_the_news,"Minneapolis Braces for Rent Crisis As ICE Surge Winds Down","Legal Aid newsroom highlights Bloomberg coverage quoting housing attorney Julia Zwak about expected eviction increases.",English,text,,uncoded,2026-09-22,retrieved,"Official In the News archive","Media-amplification item retained."
TC058-WEB-024,TC058,Mid-Minnesota Legal Aid,2026-03-10,website,https://mylegalaid.org/news-stories/mid-minnesota-legal-aid-and-minnesota-department-of-human-rights-reach-agreement-with-lyft/,news_release,"Mid-Minnesota Legal Aid and Minnesota Department of Human Rights reach agreement with Lyft","Legal Aid announces an agreement concerning service-animal transportation access for a blind college student.",English,text,,uncoded,2026-09-22,retrieved,"Official news release page","Routine disability-rights communication retained."
TC058-WEB-025,TC058,Mid-Minnesota Legal Aid,2026-03-25,website,https://mylegalaid.org/news-stories/statement-eighth-u-s-circuit-court-of-appeals-ruling/,statement,"Eighth U.S. Circuit Court of Appeals ruling","Legal Aid responds to an appellate ruling affecting immigration detention and bond hearings.",English,text,,uncoded,2026-09-22,retrieved,"Official statement page","Owned organizational statement."
TC058-WEB-026,TC058,Mid-Minnesota Legal Aid,2026-03-26,website,https://mylegalaid.org/news-stories/category/news-release/,news_release,"Sutherland named Director of Minnesota Disability Law Center at Mid-MN Legal Aid","Legal Aid announces leadership at its Minnesota Disability Law Center.",English,text,,uncoded,2026-09-22,retrieved,"Official News Release archive","Routine leadership communication retained."
TC058-WEB-027,TC058,Mid-Minnesota Legal Aid,2026-03-26,website,https://mylegalaid.org/news-stories/category/news-release/,news_release,"Funding boost means more legal help for seniors in Central Minnesota","Legal Aid announces new funding to expand free legal services for older adults.",English,text,,uncoded,2026-09-22,retrieved,"Official News Release archive","Distinct same-day release."
TC058-WEB-028,TC058,Mid-Minnesota Legal Aid,2026-03-30,website,https://mylegalaid.org/news-stories/category/news-release/,news_release,"Landlord pays price for putting off Legal Aid clients","Legal Aid announces a housing-related financial settlement involving clients.",English,text,,uncoded,2026-09-22,retrieved,"Official News Release archive","Routine housing/legal communication retained."
